"year","site","burrow_name","prey_weeks","start_prey","end_prey","prey_week_range","prey_discrep","nest_succ"
"2012","Malmo Bluff","1",1,5,5,1,0,"N"
"2012","Malmo Bluff","15",1,6,6,1,0,"N"
"2012","Malmo Bluff","2",2,5,7,3,1,"Y"
"2012","Malmo Bluff","3",1,5,5,1,0,"N"
"2012","Malmo Bluff","4",1,6,6,1,0,"N"
"2012","Malmo Bluff","5",1,6,6,1,0,"N"
"2012","Malmo Bluff","7",1,7,7,1,0,"N"
"2012","Monroe Landing","4",6,7,12,6,0,"Y"
"2012","Mutiny Sands","1",1,8,8,1,0,"N"
"2012","Mutiny Sands","10",1,10,10,1,0,"N"
"2012","Mutiny Sands","3",2,7,9,3,1,"Y"
"2012","Mutiny Sands","9",2,5,8,4,2,"Y"
"2012","Possession Point","E1",4,6,10,5,1,"Y"
"2012","Possession Point","E2",2,8,10,3,1,"Y"
"2012","Possession Point","P1",1,10,10,1,0,"N"
"2012","Possession Point","S2",4,5,8,4,0,"Y"
"2012","Possession Point","S7",3,6,10,5,2,"Y"
"2012","Possession Point","S8",1,10,10,1,0,"N"
"2012","Pratts Bluff","1",2,7,8,2,0,"N"
"2012","Pratts Bluff","10",3,6,8,3,0,"Y"
"2012","Pratts Bluff","11",2,8,10,3,1,"Y"
"2012","Pratts Bluff","2",2,5,8,4,2,"Y"
"2012","Pratts Bluff","3",5,5,11,7,2,"Y"
"2012","Pratts Bluff","4",3,6,8,3,0,"Y"
"2012","Pratts Bluff","5",2,6,7,2,0,"N"
"2012","Pratts Bluff","7",1,7,7,1,0,"N"
"2012","Pratts Bluff","9",3,7,10,4,1,"Y"
"2012","Rolling Hills","10",6,5,10,6,0,"Y"
"2012","Rolling Hills","11",2,7,8,2,0,"N"
"2012","Rolling Hills","15",7,6,12,7,0,"Y"
"2012","Rolling Hills","17",5,6,10,5,0,"Y"
"2012","Rolling Hills","18",7,5,11,7,0,"Y"
"2012","Rolling Hills","2",3,8,10,3,0,"Y"
"2012","Rolling Hills","2 or 3",2,5,6,2,0,"N"
"2012","Rolling Hills","3",3,7,9,3,0,"Y"
"2012","Rolling Hills","32",1,7,7,1,0,"N"
"2012","Rolling Hills","33",4,5,8,4,0,"Y"
"2012","Rolling Hills","4",5,5,9,5,0,"Y"
"2012","Rolling Hills","5",5,5,9,5,0,"Y"
"2012","Rolling Hills","8",5,5,9,5,0,"Y"
"2012","Rolling Hills","9",1,7,7,1,0,"N"
"2012","Rolling Hills #1","10",4,6,9,4,0,"Y"
"2012","Rolling Hills #1","11",1,8,8,1,0,"N"
"2012","Rolling Hills #1","15",4,8,11,4,0,"Y"
"2012","Rolling Hills #1","17",4,6,10,5,1,"Y"
"2012","Rolling Hills #1","18",4,6,11,6,2,"Y"
"2012","Rolling Hills #1","2",4,6,9,4,0,"Y"
"2012","Rolling Hills #1","3",5,5,10,6,1,"Y"
"2012","Rolling Hills #1","4",2,5,7,3,1,"Y"
"2012","Rolling Hills #1","5",5,5,9,5,0,"Y"
"2012","Rolling Hills #1","8",2,5,7,3,1,"Y"
"2012","Rolling Hills #1","9",1,7,7,1,0,"N"
"2012","Rolling Hills #2","33",4,5,8,4,0,"Y"
"2012","Shore Meadows","1",1,5,5,1,0,"N"
"2012","Shore Meadows","101",3,7,12,6,3,"Y"
"2012","Shore Meadows","102",1,7,7,1,0,"N"
"2012","Shore Meadows","103",3,7,9,3,0,"Y"
"2012","Shore Meadows","104",2,7,9,3,1,"Y"
"2012","Shore Meadows","12",2,8,9,2,0,"N"
"2012","Shore Meadows","13",2,8,9,2,0,"N"
"2012","Shore Meadows","27",1,8,8,1,0,"N"
"2012","Shore Meadows","29",1,10,10,1,0,"N"
"2012","Shore Meadows","3",1,5,5,1,0,"N"
"2012","Shore Meadows","32",1,9,9,1,0,"N"
"2012","Shore Meadows","42",1,10,10,1,0,"N"
"2012","Swantown","1",1,7,7,1,0,"N"
"2012","Swantown","2",3,8,10,3,0,"Y"
"2012","Swantown","3",2,11,12,2,0,"N"
"2013","Cliffside","1",1,12,12,1,0,"N"
"2013","Cliffside","2",1,10,10,1,0,"N"
"2013","Cliffside","3",1,12,12,1,0,"N"
"2013","Cliffside","4",2,10,14,5,3,"Y"
"2013","Cliffside","6",4,9,14,6,2,"Y"
"2013","Cliffside","7",3,11,13,3,0,"Y"
"2013","Coupeville Wharf","1",2,6,10,5,3,"Y"
"2013","Coupeville Wharf","3",1,8,8,1,0,"N"
"2013","Double Bluff North","B1",1,5,5,1,0,"N"
"2013","Double Bluff North","B2",4,6,10,5,1,"Y"
"2013","Double Bluff North","C2",1,6,6,1,0,"N"
"2013","Double Bluff North","C3",1,7,7,1,0,"N"
"2013","Double Bluff North","C4",2,7,8,2,0,"N"
"2013","Double Bluff North","D1",3,6,9,4,1,"Y"
"2013","Double Bluff North","D2",2,6,8,3,1,"Y"
"2013","Double Bluff North","D3",3,6,8,3,0,"Y"
"2013","Double Bluff North","D4",5,6,11,6,1,"Y"
"2013","Double Bluff North","D5",2,6,7,2,0,"N"
"2013","Double Bluff North","D6",1,7,7,1,0,"N"
"2013","Double Bluff North","D7",2,7,8,2,0,"N"
"2013","Double Bluff North","D8",2,8,9,2,0,"N"
"2013","Double Bluff North","E1",1,8,8,1,0,"N"
"2013","Double Bluff North","E2",3,6,8,3,0,"Y"
"2013","Double Bluff North","E3",3,6,8,3,0,"Y"
"2013","Double Bluff North","E5",2,7,10,4,2,"Y"
"2013","Double Bluff South","3",1,8,8,1,0,"N"
"2013","Forbes Point","1",2,7,11,5,3,"Y"
"2013","Forbes Point","2",3,7,10,4,1,"Y"
"2013","Forbes Point","3",2,7,9,3,1,"Y"
"2013","Fort Casey","1",1,8,8,1,0,"N"
"2013","Fort Casey","2",1,5,5,1,0,"N"
"2013","Fort Casey","3",2,7,10,4,2,"Y"
"2013","Fort Casey","5",1,8,8,1,0,"N"
"2013","Fort Casey","6",1,8,8,1,0,"N"
"2013","Fort Casey","7",2,11,12,2,0,"N"
"2013","Fort Casey","8",1,13,13,1,0,"N"
"2013","Harrington North","7",4,5,9,5,1,"Y"
"2013","Harrington North","RM",4,5,10,6,2,"Y"
"2013","Harrington South","25",4,6,11,6,2,"Y"
"2013","Harrington South","6A",1,9,9,1,0,"N"
"2013","Hastie Lake North","1",2,9,11,3,1,"Y"
"2013","Hastie Lake North","2",2,9,11,3,1,"Y"
"2013","Hastie Lake North","3",1,7,7,1,0,"N"
"2013","Hastie Lake South","1",4,5,8,4,0,"Y"
"2013","Hastie Lake South","3",1,9,9,1,0,"N"
"2013","Hastie Lake South","4",1,6,6,1,0,"N"
"2013","Hastie Lake South","5",3,8,10,3,0,"Y"
"2013","Hastie Lake South","6",2,7,12,6,4,"Y"
"2013","Hastie Lake South","7",2,10,12,3,1,"Y"
"2013","Hastie Lake South","8",2,12,14,3,1,"Y"
"2013","Keystone","1",2,7,10,4,2,"Y"
"2013","Keystone","2",3,7,10,4,1,"Y"
"2013","Keystone","3",3,7,10,4,1,"Y"
"2013","Keystone","4",2,8,9,2,0,"N"
"2013","Keystone","5",2,8,10,3,1,"Y"
"2013","Keystone","6",1,10,10,1,0,"N"
"2013","Keystone","7",1,10,10,1,0,"N"
"2013","Lagoon North #1","1",1,9,9,1,0,"N"
"2013","Lagoon North #1","1A",2,7,10,4,2,"Y"
"2013","Lagoon North #1","1AB",1,12,12,1,0,"N"
"2013","Lagoon North #1","1E",1,10,10,1,0,"N"
"2013","Lagoon North #1","2",1,7,7,1,0,"N"
"2013","Lagoon North #1","4",1,7,7,1,0,"N"
"2013","Lagoon North #1","7",2,6,7,2,0,"N"
"2013","Lagoon North #1","C",1,13,13,1,0,"N"
"2013","Lagoon North #2","1",5,7,11,5,0,"Y"
"2013","Lagoon North #2","2",5,6,10,5,0,"Y"
"2013","Lagoon North #3","1",1,5,5,1,0,"N"
"2013","Lagoon South","1",3,6,8,3,0,"Y"
"2013","Lagoon South","3",1,10,10,1,0,"N"
"2013","Lagoon South","4",4,8,11,4,0,"Y"
"2013","Lagoon South","E",3,10,12,3,0,"Y"
"2013","Lake Hancock","1",5,6,10,5,0,"Y"
"2013","Lake Hancock","10",3,8,12,5,2,"Y"
"2013","Lake Hancock","11",1,14,14,1,0,"N"
"2013","Lake Hancock","12",2,11,13,3,1,"Y"
"2013","Lake Hancock","14",1,10,10,1,0,"N"
"2013","Lake Hancock","16",4,9,12,4,0,"Y"
"2013","Lake Hancock","19",1,10,10,1,0,"N"
"2013","Lake Hancock","2",3,6,10,5,2,"Y"
"2013","Lake Hancock","22",2,12,14,3,1,"Y"
"2013","Lake Hancock","23",2,13,14,2,0,"N"
"2013","Lake Hancock","3",3,9,11,3,0,"Y"
"2013","Lake Hancock","5",5,8,13,6,1,"Y"
"2013","Lake Hancock","6",3,8,10,3,0,"Y"
"2013","Lake Hancock","7",4,9,13,5,1,"Y"
"2013","Lake Hancock","8",6,10,15,6,0,"Y"
"2013","Lake Hancock","9",1,12,12,1,0,"N"
"2013","Ledgewood","1",3,12,14,3,0,"Y"
"2013","Ledgewood","10",3,6,9,4,1,"Y"
"2013","Ledgewood","12",5,7,11,5,0,"Y"
"2013","Ledgewood","16",1,12,12,1,0,"N"
"2013","Ledgewood","4",5,9,14,6,1,"Y"
"2013","Ledgewood","7",1,8,8,1,0,"N"
"2013","Ledgewood","8",2,8,9,2,0,"N"
"2013","Limpet Lane","1",2,6,7,2,0,"N"
"2013","Limpet Lane","2",1,9,9,1,0,"N"
"2013","Limpet Lane","4",1,9,9,1,0,"N"
"2013","Malmo Bluff","1",1,5,5,1,0,"N"
"2013","Malmo Bluff","2",4,5,8,4,0,"Y"
"2013","Malmo Bluff","21",1,6,6,1,0,"N"
"2013","Malmo Bluff","3",1,6,6,1,0,"N"
"2013","Malmo Bluff","40",1,5,5,1,0,"N"
"2013","Malmo Bluff","42",4,5,10,6,2,"Y"
"2013","Malmo Bluff","44",3,8,10,3,0,"Y"
"2013","Malmo Bluff","45",1,5,5,1,0,"N"
"2013","Malmo Bluff","47",6,7,13,7,1,"Y"
"2013","Malmo Bluff","5",3,8,10,3,0,"Y"
"2013","Maylor Point","1",2,7,8,2,0,"N"
"2013","Maylor Point","2",2,6,7,2,0,"N"
"2013","Maylor Point","3",1,8,8,1,0,"N"
"2013","Monroe Landing","12",3,6,8,3,0,"Y"
"2013","Monroe Landing","4",5,6,10,5,0,"Y"
"2013","Mutiny Sands","10",2,7,9,3,1,"Y"
"2013","Mutiny Sands","11",2,7,9,3,1,"Y"
"2013","Mutiny Sands","12",4,9,12,4,0,"Y"
"2013","Mutiny Sands","13",1,10,10,1,0,"N"
"2013","Mutiny Sands","15",1,8,8,1,0,"N"
"2013","Mutiny Sands","16",4,8,11,4,0,"Y"
"2013","Mutiny Sands","3",2,8,10,3,1,"Y"
"2013","Mutiny Sands","4",1,12,12,1,0,"N"
"2013","Mutiny Sands","6",1,10,10,1,0,"N"
"2013","Mutiny Sands","9",4,7,12,6,2,"Y"
"2013","Possession Point","E1",3,4,8,5,2,"Y"
"2013","Possession Point","S2",3,8,10,3,0,"Y"
"2013","Possession Point","S8",2,9,10,2,0,"N"
"2013","Pratts Bluff","0",1,9,9,1,0,"N"
"2013","Pratts Bluff","1",1,9,9,1,0,"N"
"2013","Pratts Bluff","10",2,5,7,3,1,"Y"
"2013","Pratts Bluff","12",4,6,10,5,1,"Y"
"2013","Pratts Bluff","13",1,6,6,1,0,"N"
"2013","Pratts Bluff","14",2,6,7,2,0,"N"
"2013","Pratts Bluff","15",3,7,9,3,0,"Y"
"2013","Pratts Bluff","16",2,8,10,3,1,"Y"
"2013","Pratts Bluff","17",1,8,8,1,0,"N"
"2013","Pratts Bluff","2",1,7,7,1,0,"N"
"2013","Pratts Bluff","3",3,5,8,4,1,"Y"
"2013","Pratts Bluff","4",1,5,5,1,0,"N"
"2013","Pratts Bluff","5",1,7,7,1,0,"N"
"2013","Pratts Bluff","7",1,6,6,1,0,"N"
"2013","Pratts Bluff","9",2,5,7,3,1,"Y"
"2013","Rolling Hills #1","11",2,10,11,2,0,"N"
"2013","Rolling Hills #1","15",5,6,11,6,1,"Y"
"2013","Rolling Hills #1","17",1,8,8,1,0,"N"
"2013","Rolling Hills #1","18",2,6,10,5,3,"Y"
"2013","Rolling Hills #1","2",4,10,13,4,0,"Y"
"2013","Rolling Hills #1","3",4,5,10,6,2,"Y"
"2013","Rolling Hills #1","4",1,7,7,1,0,"N"
"2013","Rolling Hills #1","5",3,5,9,5,2,"Y"
"2013","Rolling Hills #1","8",3,7,9,3,0,"Y"
"2013","Rolling Hills #1","9",2,10,11,2,0,"N"
"2013","Rolling Hills #2","24",1,12,12,1,0,"N"
"2013","Rolling Hills #2","25",5,9,14,6,1,"Y"
"2013","Rolling Hills #2","26",1,13,13,1,0,"N"
"2013","Rolling Hills #2","32",4,6,9,4,0,"Y"
"2013","Rolling Hills #2","33",3,5,8,4,1,"Y"
"2013","Rolling Hills #2","50",4,6,9,4,0,"Y"
"2013","Rolling Hills #2","51",3,7,10,4,1,"Y"
"2013","Rolling Hills #2","52",3,6,10,5,2,"Y"
"2013","Shore Meadows","1",2,10,11,2,0,"N"
"2013","Shore Meadows","2",2,8,9,2,0,"N"
"2013","Shore Meadows","20",1,8,8,1,0,"N"
"2013","Shore Meadows","3",3,11,14,4,1,"Y"
"2013","Shore Meadows","31",1,8,8,1,0,"N"
"2013","Shore Meadows","4",1,6,6,1,0,"N"
"2013","Shore Meadows","40",3,8,11,4,1,"Y"
"2013","Shore Meadows","43",3,8,10,3,0,"Y"
"2013","Shore Meadows","48",1,7,7,1,0,"N"
"2013","Shore Meadows","5",1,9,9,1,0,"N"
"2013","Shore Meadows","50",3,8,10,3,0,"Y"
"2013","Shore Meadows","52",1,8,8,1,0,"N"
"2013","Shore Meadows","6",5,8,12,5,0,"Y"
"2013","Shore Meadows","7",1,9,9,1,0,"N"
"2013","Swantown","2",3,7,12,6,3,"Y"
"2013","Swantown","3",3,7,11,5,2,"Y"
"2013","Swantown","4",2,9,11,3,1,"Y"
"2014","Cliffside","1",2,7,8,2,0,"N"
"2014","Cliffside","2",1,11,11,1,0,"N"
"2014","Cliffside","3",2,8,12,5,3,"Y"
"2014","Cliffside","4",2,7,9,3,1,"Y"
"2014","Cliffside","5",2,8,10,3,1,"Y"
"2014","Cliffside","6",1,7,7,1,0,"N"
"2014","Double Bluff North","B1",2,6,8,3,1,"Y"
"2014","Double Bluff North","B2",2,6,8,3,1,"Y"
"2014","Double Bluff North","B4",1,8,8,1,0,"N"
"2014","Double Bluff North","D2",2,6,9,4,2,"Y"
"2014","Double Bluff North","D4",5,6,11,6,1,"Y"
"2014","Double Bluff North","D6",2,6,8,3,1,"Y"
"2014","Double Bluff North","D7",1,11,11,1,0,"N"
"2014","Double Bluff North","E1",1,6,6,1,0,"N"
"2014","Double Bluff North","E2",3,6,10,5,2,"Y"
"2014","Double Bluff North","E3",3,5,10,6,3,"Y"
"2014","Double Bluff North","E5",2,5,9,5,3,"Y"
"2014","Double Bluff South","1",5,6,11,6,1,"Y"
"2014","Double Bluff South","3",2,9,10,2,0,"N"
"2014","Forbes Point","10",1,10,10,1,0,"N"
"2014","Forbes Point","3",1,10,10,1,0,"N"
"2014","Forbes Point","4",1,10,10,1,0,"N"
"2014","Forbes Point","5",1,9,9,1,0,"N"
"2014","Fort Casey","1",3,5,7,3,0,"Y"
"2014","Fort Casey","10",1,9,9,1,0,"N"
"2014","Fort Casey","12",1,11,11,1,0,"N"
"2014","Fort Casey","14",1,11,11,1,0,"N"
"2014","Fort Casey","2",3,6,11,6,3,"Y"
"2014","Fort Casey","3",5,6,10,5,0,"Y"
"2014","Fort Casey","4",1,7,7,1,0,"N"
"2014","Fort Casey","5",2,7,9,3,1,"Y"
"2014","Fort Casey","9",2,9,10,2,0,"N"
"2014","Hancock North","1",2,7,8,2,0,"N"
"2014","Hancock North","13",1,9,9,1,0,"N"
"2014","Hancock North","2",2,8,9,2,0,"N"
"2014","Hancock North","4",2,8,9,2,0,"N"
"2014","Hancock North","8",1,9,9,1,0,"N"
"2014","Hancock North","9",1,9,9,1,0,"N"
"2014","Hancock South","1",1,7,7,1,0,"N"
"2014","Hancock South","3",1,9,9,1,0,"N"
"2014","Hancock South","4",1,10,10,1,0,"N"
"2014","Harrington North","7",4,7,11,5,1,"Y"
"2014","Harrington North","RM",1,7,7,1,0,"N"
"2014","Harrington South","8",3,6,10,5,2,"Y"
"2014","Hastie Lake South","10",2,8,9,2,0,"N"
"2014","Hastie Lake South","11",3,9,11,3,0,"Y"
"2014","Hastie Lake South","2",1,6,6,1,0,"N"
"2014","Hastie Lake South","3",5,5,9,5,0,"Y"
"2014","Hastie Lake South","4",2,8,9,2,0,"N"
"2014","Hastie Lake South","5",4,7,11,5,1,"Y"
"2014","Hastie Lake South","6",5,8,12,5,0,"Y"
"2014","Hastie Lake South","7",1,7,7,1,0,"N"
"2014","Hastie Lake South","9",4,8,11,4,0,"Y"
"2014","Keystone","1",2,5,9,5,3,"Y"
"2014","Keystone","2",3,7,12,6,3,"Y"
"2014","Keystone","3",5,8,13,6,1,"Y"
"2014","Keystone","4",3,8,10,3,0,"Y"
"2014","Keystone","5",2,12,14,3,1,"Y"
"2014","Lagoon North #1","1",1,5,5,1,0,"N"
"2014","Lagoon North #1","1B",1,10,10,1,0,"N"
"2014","Lagoon North #1","1E",1,8,8,1,0,"N"
"2014","Lagoon North #1","8",2,8,10,3,1,"Y"
"2014","Lagoon North #2","2",1,6,6,1,0,"N"
"2014","Lagoon North #3","1B",1,9,9,1,0,"N"
"2014","Lagoon North #3","2",3,5,9,5,2,"Y"
"2014","Lagoon South","1A",3,5,9,5,2,"Y"
"2014","Lagoon South","2D",3,7,10,4,1,"Y"
"2014","Lagoon South","2H",1,6,6,1,0,"N"
"2014","Ledgewood","1",2,5,8,4,2,"Y"
"2014","Ledgewood","10",4,5,10,6,2,"Y"
"2014","Ledgewood","12",3,6,8,3,0,"Y"
"2014","Ledgewood","13",1,11,11,1,0,"N"
"2014","Ledgewood","16",3,7,10,4,1,"Y"
"2014","Ledgewood","2",4,6,9,4,0,"Y"
"2014","Malmo Bluff","1",1,4,4,1,0,"N"
"2014","Malmo Bluff","11",1,4,4,1,0,"N"
"2014","Malmo Bluff","12",1,4,4,1,0,"N"
"2014","Malmo Bluff","13",1,5,5,1,0,"N"
"2014","Malmo Bluff","14",2,6,7,2,0,"N"
"2014","Malmo Bluff","2",5,6,10,5,0,"Y"
"2014","Malmo Bluff","21",1,6,6,1,0,"N"
"2014","Malmo Bluff","25",2,7,8,2,0,"N"
"2014","Malmo Bluff","27",1,8,8,1,0,"N"
"2014","Malmo Bluff","3",2,10,12,3,1,"Y"
"2014","Malmo Bluff","4",2,5,7,3,1,"Y"
"2014","Malmo Bluff","5",1,10,10,1,0,"N"
"2014","Maylor Point","1",1,5,5,1,0,"N"
"2014","Maylor Point","2",4,5,10,6,2,"Y"
"2014","Maylor Point","3",4,5,10,6,2,"Y"
"2014","Maylor Point","6",1,11,11,1,0,"N"
"2014","Monroe Landing","1",3,7,10,4,1,"Y"
"2014","Mutiny Sands","10",5,5,11,7,2,"Y"
"2014","Mutiny Sands","12",1,8,8,1,0,"N"
"2014","Mutiny Sands","15",1,8,8,1,0,"N"
"2014","Mutiny Sands","16",2,8,9,2,0,"N"
"2014","Mutiny Sands","2",2,8,10,3,1,"Y"
"2014","Mutiny Sands","3",1,8,8,1,0,"N"
"2014","Mutiny Sands","4",1,10,10,1,0,"N"
"2014","Mutiny Sands","5",2,8,9,2,0,"N"
"2014","Mutiny Sands","6",3,9,12,4,1,"Y"
"2014","Mutiny Sands","9",4,7,12,6,2,"Y"
"2014","Possession Point","E1",4,7,10,4,0,"Y"
"2014","Possession Point","S2",4,8,14,7,3,"Y"
"2014","Pratts Bluff","1",3,4,8,5,2,"Y"
"2014","Pratts Bluff","10",2,7,9,3,1,"Y"
"2014","Pratts Bluff","12",2,6,7,2,0,"N"
"2014","Pratts Bluff","15",2,6,9,4,2,"Y"
"2014","Pratts Bluff","2",4,4,9,6,2,"Y"
"2014","Pratts Bluff","3",1,8,8,1,0,"N"
"2014","Pratts Bluff","4",3,8,10,3,0,"Y"
"2014","Pratts Bluff","5",1,8,8,1,0,"N"
"2014","Pratts Bluff","6",1,8,8,1,0,"N"
"2014","Pratts Bluff","8",1,6,6,1,0,"N"
"2014","Pratts Bluff","9",1,7,7,1,0,"N"
"2014","Rolling Hills #1","10",4,8,13,6,2,"Y"
"2014","Rolling Hills #1","11",4,6,11,6,2,"Y"
"2014","Rolling Hills #1","13",1,7,7,1,0,"N"
"2014","Rolling Hills #1","15",1,9,9,1,0,"N"
"2014","Rolling Hills #1","17",5,6,10,5,0,"Y"
"2014","Rolling Hills #1","18",2,9,10,2,0,"N"
"2014","Rolling Hills #1","2",1,9,9,1,0,"N"
"2014","Rolling Hills #1","3",1,8,8,1,0,"N"
"2014","Rolling Hills #1","4",4,7,10,4,0,"Y"
"2014","Rolling Hills #1","5",2,4,6,3,1,"Y"
"2014","Rolling Hills #1","8",2,4,7,4,2,"Y"
"2014","Rolling Hills #1","9",1,6,6,1,0,"N"
"2014","Rolling Hills #2","26",1,9,9,1,0,"N"
"2014","Rolling Hills #2","27a",3,10,13,4,1,"Y"
"2014","Rolling Hills #2","28",3,9,13,5,2,"Y"
"2014","Rolling Hills #2","32",3,8,10,3,0,"Y"
"2014","Rolling Hills #2","33",3,6,8,3,0,"Y"
"2014","Rolling Hills #3","50",2,5,8,4,2,"Y"
"2014","Rolling Hills #3","51",2,6,8,3,1,"Y"
"2014","Rolling Hills #3","52",4,6,9,4,0,"Y"
"2014","Shore Meadows","1",1,9,9,1,0,"N"
"2014","Shore Meadows","17",1,11,11,1,0,"N"
"2014","Shore Meadows","18",2,10,11,2,0,"N"
"2014","Shore Meadows","3",1,10,10,1,0,"N"
"2014","Shore Meadows","31",3,9,12,4,1,"Y"
"2014","Shore Meadows","32",3,12,14,3,0,"Y"
"2014","Shore Meadows","38",2,8,9,2,0,"N"
"2014","Shore Meadows","4",1,10,10,1,0,"N"
"2014","Shore Meadows","41",1,10,10,1,0,"N"
"2014","Shore Meadows","50",1,11,11,1,0,"N"
"2014","Shore Meadows","9",1,9,9,1,0,"N"
"2014","Swantown","1",2,6,7,2,0,"N"
"2014","Swantown","2",3,6,9,4,1,"Y"
"2014","Swantown","3",3,6,10,5,2,"Y"
"2014","Swantown","4",4,7,10,4,0,"Y"
"2014","Swantown","5",2,11,13,3,1,"Y"
"2014","Swantown","6",3,11,14,4,1,"Y"
"2014","Swantown","7",2,13,14,2,0,"N"
