"region","year","site","burrow_name","prey_weeks","start_prey","end_prey","prey_week_range","prey_discrep","nest_succ"
"Whidbey","2009","Lagoon North #1","12",2,31,32,2,0,"N"
"Whidbey","2009","Lagoon North #1","1A1",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon North #1","1A2",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon North #1","2",3,29,32,4,1,"Y"
"Whidbey","2009","Lagoon North #1","3",1,26,26,1,0,"N"
"Whidbey","2009","Lagoon North #1","4",2,27,31,5,3,"Y"
"Whidbey","2009","Lagoon North #1","5",1,27,27,1,0,"N"
"Whidbey","2009","Lagoon North #1","6",1,32,32,1,0,"N"
"Whidbey","2009","Lagoon North #1","7",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon North #1","8",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon North #1","9",2,29,32,4,2,"Y"
"Whidbey","2009","Lagoon North #2","1",2,29,30,2,0,"N"
"Whidbey","2009","Lagoon North #2","2",4,29,32,4,0,"Y"
"Whidbey","2009","Lagoon North #2","3",3,30,32,3,0,"Y"
"Whidbey","2009","Lagoon North #3","1",2,31,32,2,0,"N"
"Whidbey","2009","Lagoon North #3","2",2,30,31,2,0,"N"
"Whidbey","2009","Lagoon North #3","3",2,30,31,2,0,"N"
"Whidbey","2009","Lagoon North #3","4",2,30,31,2,0,"N"
"Whidbey","2009","Lagoon North #3","5",2,31,32,2,0,"N"
"Whidbey","2009","Lagoon South","1",4,27,32,6,2,"Y"
"Whidbey","2009","Lagoon South","2",2,29,30,2,0,"N"
"Whidbey","2009","Lagoon South","3",1,33,33,1,0,"N"
"Whidbey","2009","Lagoon South","6",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon South","A",1,29,29,1,0,"N"
"Whidbey","2009","Lagoon South","D",3,29,33,5,2,"Y"
"Whidbey","2009","Ledgewood","1",5,27,31,5,0,"Y"
"Whidbey","2009","Ledgewood","10",2,28,29,2,0,"N"
"Whidbey","2009","Ledgewood","12",3,28,31,4,1,"Y"
"Whidbey","2009","Ledgewood","13",2,28,30,3,1,"Y"
"Whidbey","2009","Ledgewood","15",5,31,35,5,0,"Y"
"Whidbey","2009","Ledgewood","2",3,29,33,5,2,"Y"
"Whidbey","2009","Ledgewood","3",3,27,29,3,0,"Y"
"Whidbey","2009","Ledgewood","4",2,27,30,4,2,"Y"
"Whidbey","2009","Ledgewood","7",2,31,33,3,1,"Y"
"Whidbey","2009","Limpet Lane","1",3,29,31,3,0,"Y"
"Whidbey","2009","Limpet Lane","2",3,29,31,3,0,"Y"
"Whidbey","2009","Limpet Lane","3",1,30,30,1,0,"N"
"Whidbey","2009","Malmo Bluff","1",3,28,31,4,1,"Y"
"Whidbey","2009","Malmo Bluff","10",1,32,32,1,0,"N"
"Whidbey","2009","Malmo Bluff","11",1,34,34,1,0,"N"
"Whidbey","2009","Malmo Bluff","12",1,32,32,1,0,"N"
"Whidbey","2009","Malmo Bluff","2",2,28,32,5,3,"Y"
"Whidbey","2009","Malmo Bluff","3",3,29,31,3,0,"Y"
"Whidbey","2009","Malmo Bluff","4",2,29,32,4,2,"Y"
"Whidbey","2009","Malmo Bluff","5",2,30,31,2,0,"N"
"Whidbey","2009","Malmo Bluff","6",2,30,31,2,0,"N"
"Whidbey","2009","Malmo Bluff","7",1,30,30,1,0,"N"
"Whidbey","2009","Malmo Bluff","8",1,30,30,1,0,"N"
"Whidbey","2009","Malmo Bluff","9",2,31,32,2,0,"N"
"Whidbey","2009","Maylor Point","1",1,29,29,1,0,"N"
"Whidbey","2009","Maylor Point","2",1,29,29,1,0,"N"
"Whidbey","2009","Maylor Point","3",1,29,29,1,0,"N"
"Whidbey","2009","Maylor Point","4",3,29,32,4,1,"Y"
"Whidbey","2009","Maylor Point","4a",2,31,32,2,0,"N"
"Whidbey","2009","Monroe Landing","1",1,28,28,1,0,"N"
"Whidbey","2009","Monroe Landing","2",2,29,30,2,0,"N"
"Whidbey","2009","Monroe Landing","3",3,29,32,4,1,"Y"
"Whidbey","2009","Monroe Landing","5",1,30,30,1,0,"N"
"Whidbey","2009","Mutiny Sands","1",1,31,31,1,0,"N"
"Whidbey","2009","Mutiny Sands","10",3,29,32,4,1,"Y"
"Whidbey","2009","Mutiny Sands","11",1,32,32,1,0,"N"
"Whidbey","2009","Mutiny Sands","2",1,29,29,1,0,"N"
"Whidbey","2009","Mutiny Sands","3",3,29,32,4,1,"Y"
"Whidbey","2009","Mutiny Sands","4",3,27,29,3,0,"Y"
"Whidbey","2009","Mutiny Sands","5",2,29,30,2,0,"N"
"Whidbey","2009","Mutiny Sands","7",1,29,29,1,0,"N"
"Whidbey","2009","Mutiny Sands","8",2,29,31,3,1,"Y"
"Whidbey","2009","Possession Point","E1",2,26,27,2,0,"N"
"Whidbey","2009","Possession Point","E2",2,31,33,3,1,"Y"
"Whidbey","2009","Possession Point","P1",2,26,27,2,0,"N"
"Whidbey","2009","Possession Point","S2",6,26,31,6,0,"Y"
"Whidbey","2009","Possession Point","S8",4,26,29,4,0,"Y"
"Whidbey","2009","Pratts Bluff","12",1,29,29,1,0,"N"
"Whidbey","2009","Pratts Bluff","13",1,28,28,1,0,"N"
"Whidbey","2009","Pratts Bluff","14",2,27,28,2,0,"N"
"Whidbey","2009","Pratts Bluff","15",2,27,30,4,2,"Y"
"Whidbey","2009","Pratts Bluff","4",1,30,30,1,0,"N"
"Whidbey","2009","Pratts Bluff","5",3,30,33,4,1,"Y"
"Whidbey","2009","Pratts Bluff","6",2,26,29,4,2,"Y"
"Whidbey","2009","Pratts Bluff","7",3,28,32,5,2,"Y"
"Whidbey","2009","Pratts Bluff","8",3,29,33,5,2,"Y"
"Whidbey","2009","Pratts Bluff","9",3,28,30,3,0,"Y"
"Whidbey","2009","Rolling Hills #1","10",1,30,30,1,0,"N"
"Whidbey","2009","Rolling Hills #1","2",2,28,30,3,1,"Y"
"Whidbey","2009","Rolling Hills #1","4",1,32,32,1,0,"N"
"Whidbey","2009","Rolling Hills #1","5",1,29,29,1,0,"N"
"Whidbey","2009","Rolling Hills #1","7",1,31,31,1,0,"N"
"Whidbey","2009","Rolling Hills #1","9",1,29,29,1,0,"N"
"Whidbey","2009","Rolling Hills #2","15",2,28,30,3,1,"Y"
"Whidbey","2009","Rolling Hills #2","19",3,27,30,4,1,"Y"
"Whidbey","2009","Rolling Hills #2","21",1,27,27,1,0,"N"
"Whidbey","2009","Rolling Hills #2","23",1,30,30,1,0,"N"
"Whidbey","2009","Rolling Hills #2","24",1,28,28,1,0,"N"
"Whidbey","2009","Rolling Hills #2","25",1,28,28,1,0,"N"
"Whidbey","2009","Rolling Hills #2","27",2,28,29,2,0,"N"
"Whidbey","2009","Rolling Hills #2","32",3,27,29,3,0,"Y"
"Whidbey","2009","Rolling Hills #2","35",1,30,30,1,0,"N"
"Whidbey","2009","Shore Meadows","10",5,27,33,7,2,"Y"
"Whidbey","2009","Shore Meadows","11",1,31,31,1,0,"N"
"Whidbey","2009","Shore Meadows","12",2,27,29,3,1,"Y"
"Whidbey","2009","Shore Meadows","15",2,29,32,4,2,"Y"
"Whidbey","2009","Shore Meadows","18",1,32,32,1,0,"N"
"Whidbey","2009","Shore Meadows","2",2,29,34,6,4,"Y"
"Whidbey","2009","Shore Meadows","23",1,29,29,1,0,"N"
"Whidbey","2009","Shore Meadows","3",2,27,29,3,1,"Y"
"Whidbey","2009","Shore Meadows","30",2,30,32,3,1,"Y"
"Whidbey","2009","Shore Meadows","31",1,34,34,1,0,"N"
"Whidbey","2009","Shore Meadows","5",2,33,34,2,0,"N"
"Whidbey","2009","Shore Meadows","8",3,29,31,3,0,"Y"
"Whidbey","2009","Shore Meadows","9",1,33,33,1,0,"N"
"Whidbey","2009","Swantown","1",4,27,32,6,2,"Y"
"Whidbey","2009","Swantown","2",2,27,30,4,2,"Y"
"Whidbey","2009","Swantown","4",4,29,32,4,0,"Y"
"Whidbey","2009","Swantown","5",1,31,31,1,0,"N"
"Whidbey","2009","Swantown","6",1,31,31,1,0,"N"
"Whidbey","2010","Cliffside","1",2,26,27,2,0,"N"
"Whidbey","2010","Cliffside","3",1,27,27,1,0,"N"
"Whidbey","2010","Cliffside","5",1,26,26,1,0,"N"
"Whidbey","2010","Cliffside","6",2,26,29,4,2,"Y"
"Whidbey","2010","Double Bluff South","A1",2,28,30,3,1,"Y"
"Whidbey","2010","Double Bluff South","A2",1,34,34,1,0,"N"
"Whidbey","2010","Double Bluff South","A3",1,31,31,1,0,"N"
"Whidbey","2010","Double Bluff South","A5",1,31,31,1,0,"N"
"Whidbey","2010","Double Bluff South","B1",3,26,29,4,1,"Y"
"Whidbey","2010","Double Bluff South","B2",4,27,31,5,1,"Y"
"Whidbey","2010","Double Bluff South","B3",2,27,30,4,2,"Y"
"Whidbey","2010","Double Bluff South","B6",1,30,30,1,0,"N"
"Whidbey","2010","Double Bluff South","B7",1,30,30,1,0,"N"
"Whidbey","2010","Double Bluff South","B8",1,28,28,1,0,"N"
"Whidbey","2010","Double Bluff South","B9",1,31,31,1,0,"N"
"Whidbey","2010","Double Bluff South","C1",1,29,29,1,0,"N"
"Whidbey","2010","Double Bluff South","C5",1,29,29,1,0,"N"
"Whidbey","2010","Double Bluff South","C6",2,28,30,3,1,"Y"
"Whidbey","2010","Double Bluff South","C7",4,28,31,4,0,"Y"
"Whidbey","2010","Double Bluff South","C9",1,33,33,1,0,"N"
"Whidbey","2010","Double Bluff South","D1",5,27,32,6,1,"Y"
"Whidbey","2010","Double Bluff South","D10",1,33,33,1,0,"N"
"Whidbey","2010","Double Bluff South","D11",1,33,33,1,0,"N"
"Whidbey","2010","Double Bluff South","D2",5,27,32,6,1,"Y"
"Whidbey","2010","Double Bluff South","D3",3,27,31,5,2,"Y"
"Whidbey","2010","Double Bluff South","D8",2,30,32,3,1,"Y"
"Whidbey","2010","Double Bluff South","D9",1,31,31,1,0,"N"
"Whidbey","2010","Forbes Point","1",3,30,34,5,2,"Y"
"Whidbey","2010","Forbes Point","2",1,32,32,1,0,"N"
"Whidbey","2010","Forbes Point","5",3,30,34,5,2,"Y"
"Whidbey","2010","Fort Casey","1",2,25,28,4,2,"Y"
"Whidbey","2010","Fort Casey","2",2,28,29,2,0,"N"
"Whidbey","2010","Fort Casey","3",2,27,28,2,0,"N"
"Whidbey","2010","Fort Casey","N1",1,29,29,1,0,"N"
"Whidbey","2010","Fort Casey","S1",1,29,29,1,0,"N"
"Whidbey","2010","Fort Casey","S2",2,27,29,3,1,"Y"
"Whidbey","2010","Hancock Lake","10",3,28,32,5,2,"Y"
"Whidbey","2010","Hancock Lake","16",2,29,31,3,1,"Y"
"Whidbey","2010","Hancock Lake","3",1,28,28,1,0,"N"
"Whidbey","2010","Harrington North","13",1,25,25,1,0,"N"
"Whidbey","2010","Harrington North","2",1,29,29,1,0,"N"
"Whidbey","2010","Harrington North","4",1,26,26,1,0,"N"
"Whidbey","2010","Harrington North","6",3,28,30,3,0,"Y"
"Whidbey","2010","Harrington North","6A",2,28,29,2,0,"N"
"Whidbey","2010","Harrington North","9",1,28,28,1,0,"N"
"Whidbey","2010","Harrington North","M",3,29,32,4,1,"Y"
"Whidbey","2010","Harrington North","RM",1,25,25,1,0,"N"
"Whidbey","2010","Harrington South","1",1,32,32,1,0,"N"
"Whidbey","2010","Harrington South","2",2,27,28,2,0,"N"
"Whidbey","2010","Harrington South","25",5,27,32,6,1,"Y"
"Whidbey","2010","Harrington South","3",3,26,29,4,1,"Y"
"Whidbey","2010","Harrington South","4",1,27,27,1,0,"N"
"Whidbey","2010","Harrington South","6a",5,27,31,5,0,"Y"
"Whidbey","2010","Harrington South","6a/6b",1,26,26,1,0,"N"
"Whidbey","2010","Harrington South","6b",1,27,27,1,0,"N"
"Whidbey","2010","Harrington South","RM",1,28,28,1,0,"N"
"Whidbey","2010","Hastie Lake","1",2,27,32,6,4,"Y"
"Whidbey","2010","Hastie Lake","1A",3,32,34,3,0,"Y"
"Whidbey","2010","Hastie Lake","2",1,31,31,1,0,"N"
"Whidbey","2010","Hastie Lake","4",2,29,31,3,1,"Y"
"Whidbey","2010","Hastie Lake","5",1,30,30,1,0,"N"
"Whidbey","2010","Hastie Lake","N1",3,27,32,6,3,"Y"
"Whidbey","2010","Hastie Lake","S2",1,31,31,1,0,"N"
"Whidbey","2010","Keystone","1",2,28,29,2,0,"N"
"Whidbey","2010","Keystone","2",2,30,32,3,1,"Y"
"Whidbey","2010","Keystone","3",3,28,30,3,0,"Y"
"Whidbey","2010","Keystone","4",1,28,28,1,0,"N"
"Whidbey","2010","Keystone","5",5,28,34,7,2,"Y"
"Whidbey","2010","Keystone","6",2,29,30,2,0,"N"
"Whidbey","2010","Keystone","7",1,29,29,1,0,"N"
"Whidbey","2010","Keystone","8",2,29,30,2,0,"N"
"Whidbey","2010","Lagoon North #1","11",2,29,32,4,2,"Y"
"Whidbey","2010","Lagoon North #1","2",1,29,29,1,0,"N"
"Whidbey","2010","Lagoon North #1","5",1,29,29,1,0,"N"
"Whidbey","2010","Lagoon North #2","1",6,26,31,6,0,"Y"
"Whidbey","2010","Lagoon North #2","2",3,27,30,4,1,"Y"
"Whidbey","2010","Lagoon North #3","1",2,31,32,2,0,"N"
"Whidbey","2010","Lagoon South","1",1,28,28,1,0,"N"
"Whidbey","2010","Lagoon South","2",5,28,33,6,1,"Y"
"Whidbey","2010","Lagoon South","3",2,28,29,2,0,"N"
"Whidbey","2010","Lagoon South","4",1,29,29,1,0,"N"
"Whidbey","2010","Lagoon South","5",2,29,31,3,1,"Y"
"Whidbey","2010","Lagoon South","6",2,31,33,3,1,"Y"
"Whidbey","2010","Lagoon South","7",1,33,33,1,0,"N"
"Whidbey","2010","Ledgewood","1",4,26,30,5,1,"Y"
"Whidbey","2010","Ledgewood","12",4,26,30,5,1,"Y"
"Whidbey","2010","Ledgewood","13",3,29,32,4,1,"Y"
"Whidbey","2010","Ledgewood","4",5,26,31,6,1,"Y"
"Whidbey","2010","Ledgewood","8",2,27,29,3,1,"Y"
"Whidbey","2010","Limpet Lane","1",2,28,30,3,1,"Y"
"Whidbey","2010","Limpet Lane","4",2,30,31,2,0,"N"
"Whidbey","2010","Limpet Lane","5",1,31,31,1,0,"N"
"Whidbey","2010","Malmo Bluff","1",2,32,34,3,1,"Y"
"Whidbey","2010","Malmo Bluff","10",2,30,31,2,0,"N"
"Whidbey","2010","Malmo Bluff","2",2,29,31,3,1,"Y"
"Whidbey","2010","Malmo Bluff","3",4,26,31,6,2,"Y"
"Whidbey","2010","Malmo Bluff","4",2,28,31,4,2,"Y"
"Whidbey","2010","Malmo Bluff","5",1,28,28,1,0,"N"
"Whidbey","2010","Malmo Bluff","6",1,29,29,1,0,"N"
"Whidbey","2010","Malmo Bluff","7",4,27,30,4,0,"Y"
"Whidbey","2010","Malmo Bluff","8",4,27,31,5,1,"Y"
"Whidbey","2010","Malmo Bluff","9",2,28,31,4,2,"Y"
"Whidbey","2010","Maylor Point","1",1,26,26,1,0,"N"
"Whidbey","2010","Maylor Point","3",3,27,31,5,2,"Y"
"Whidbey","2010","Maylor Point","4",2,26,30,5,3,"Y"
"Whidbey","2010","Maylor Point","5",2,26,27,2,0,"N"
"Whidbey","2010","Maylor Point","6",1,26,26,1,0,"N"
"Whidbey","2010","Maylor Point","7",3,31,33,3,0,"Y"
"Whidbey","2010","Monroe Landing","1",2,28,29,2,0,"N"
"Whidbey","2010","Monroe Landing","2",3,27,29,3,0,"Y"
"Whidbey","2010","Monroe Landing","3",2,27,29,3,1,"Y"
"Whidbey","2010","Mutiny Sands","1",1,28,28,1,0,"N"
"Whidbey","2010","Mutiny Sands","10",2,27,30,4,2,"Y"
"Whidbey","2010","Mutiny Sands","11",6,27,34,8,2,"Y"
"Whidbey","2010","Mutiny Sands","2",5,27,31,5,0,"Y"
"Whidbey","2010","Mutiny Sands","25",4,27,31,5,1,"Y"
"Whidbey","2010","Mutiny Sands","26",5,28,32,5,0,"Y"
"Whidbey","2010","Mutiny Sands","27",5,30,34,5,0,"Y"
"Whidbey","2010","Mutiny Sands","28",5,30,34,5,0,"Y"
"Whidbey","2010","Mutiny Sands","4",4,25,30,6,2,"Y"
"Whidbey","2010","Mutiny Sands","5",3,27,29,3,0,"Y"
"Whidbey","2010","Mutiny Sands","6a",5,26,30,5,0,"Y"
"Whidbey","2010","Mutiny Sands","7",3,27,29,3,0,"Y"
"Whidbey","2010","Mutiny Sands","8",1,27,27,1,0,"N"
"Whidbey","2010","Mutiny Sands","9",1,27,27,1,0,"N"
"Whidbey","2010","Mutiny Sands","A",7,26,32,7,0,"Y"
"Whidbey","2010","Possession Point","E1",2,26,29,4,2,"Y"
"Whidbey","2010","Possession Point","E2",2,28,29,2,0,"N"
"Whidbey","2010","Possession Point","P1",3,26,28,3,0,"Y"
"Whidbey","2010","Possession Point","S2",3,25,27,3,0,"Y"
"Whidbey","2010","Possession Point","S3",2,27,28,2,0,"N"
"Whidbey","2010","Pratts Bluff","1",2,26,29,4,2,"Y"
"Whidbey","2010","Pratts Bluff","2",5,26,32,7,2,"Y"
"Whidbey","2010","Pratts Bluff","3",5,26,32,7,2,"Y"
"Whidbey","2010","Pratts Bluff","4",7,26,32,7,0,"Y"
"Whidbey","2010","Pratts Bluff","5",3,26,29,4,1,"Y"
"Whidbey","2010","Pratts Bluff","6",3,26,30,5,2,"Y"
"Whidbey","2010","Pratts Bluff","7",2,29,30,2,0,"N"
"Whidbey","2010","Rolling Hills","1 or 2",3,30,32,3,0,"Y"
"Whidbey","2010","Rolling Hills","1 or2",1,29,29,1,0,"N"
"Whidbey","2010","Rolling Hills","1,2 or3",1,28,28,1,0,"N"
"Whidbey","2010","Rolling Hills","1,2,or3",2,28,31,4,2,"Y"
"Whidbey","2010","Rolling Hills","14",4,25,28,4,0,"Y"
"Whidbey","2010","Rolling Hills","15",6,25,30,6,0,"Y"
"Whidbey","2010","Rolling Hills","20",1,29,29,1,0,"N"
"Whidbey","2010","Rolling Hills","24",3,25,29,5,2,"Y"
"Whidbey","2010","Rolling Hills","25",1,28,28,1,0,"N"
"Whidbey","2010","Rolling Hills","3",2,29,31,3,1,"Y"
"Whidbey","2010","Rolling Hills","31",3,25,29,5,2,"Y"
"Whidbey","2010","Rolling Hills","32",4,26,29,4,0,"Y"
"Whidbey","2010","Rolling Hills","35",4,30,33,4,0,"Y"
"Whidbey","2010","Rolling Hills","36",2,25,28,4,2,"Y"
"Whidbey","2010","Rolling Hills","4",3,25,27,3,0,"Y"
"Whidbey","2010","Rolling Hills","5",1,26,26,1,0,"N"
"Whidbey","2010","Rolling Hills","7",1,27,27,1,0,"N"
"Whidbey","2010","Rolling Hills","8",3,25,28,4,1,"Y"
"Whidbey","2010","Rolling Hills","9",6,25,30,6,0,"Y"
"Whidbey","2010","Rolling Hills #1","1",1,27,27,1,0,"N"
"Whidbey","2010","Rolling Hills #1","14",3,25,28,4,1,"Y"
"Whidbey","2010","Rolling Hills #1","15",3,27,29,3,0,"Y"
"Whidbey","2010","Rolling Hills #1","2",5,28,32,5,0,"Y"
"Whidbey","2010","Rolling Hills #1","3",3,29,31,3,0,"Y"
"Whidbey","2010","Rolling Hills #1","7",1,26,26,1,0,"N"
"Whidbey","2010","Rolling Hills #1","8",1,28,28,1,0,"N"
"Whidbey","2010","Rolling Hills #1","9",4,27,30,4,0,"Y"
"Whidbey","2010","Rolling Hills #2","25",2,27,28,2,0,"N"
"Whidbey","2010","Rolling Hills #2","31",1,27,27,1,0,"N"
"Whidbey","2010","Rolling Hills #2","32",1,28,28,1,0,"N"
"Whidbey","2010","Rolling Hills #2","35",1,30,30,1,0,"N"
"Whidbey","2010","Shore Meadows","11",4,30,34,5,1,"Y"
"Whidbey","2010","Shore Meadows","12",2,26,27,2,0,"N"
"Whidbey","2010","Shore Meadows","3",4,29,32,4,0,"Y"
"Whidbey","2010","Shore Meadows","32",3,28,33,6,3,"Y"
"Whidbey","2010","Shore Meadows","33",2,32,34,3,1,"Y"
"Whidbey","2010","Shore Meadows","40",5,26,30,5,0,"Y"
"Whidbey","2010","Shore Meadows","42",4,26,30,5,1,"Y"
"Whidbey","2010","Shore Meadows","44",3,27,29,3,0,"Y"
"Whidbey","2010","Shore Meadows","49",3,28,30,3,0,"Y"
"Whidbey","2010","Shore Meadows","50",3,27,29,3,0,"Y"
"Whidbey","2010","Shore Meadows","51",4,27,30,4,0,"Y"
"Whidbey","2010","Shore Meadows","54",1,31,31,1,0,"N"
"Whidbey","2011","Cliffside","1",2,29,31,3,1,"Y"
"Whidbey","2011","Cliffside","2",1,31,31,1,0,"N"
"Whidbey","2011","Cliffside","3",1,31,31,1,0,"N"
"Whidbey","2011","Cliffside","4",2,31,33,3,1,"Y"
"Whidbey","2011","Cliffside","5",1,31,31,1,0,"N"
"Whidbey","2011","Cliffside","6",1,31,31,1,0,"N"
"Whidbey","2011","Cliffside","7",1,31,31,1,0,"N"
"Whidbey","2011","Double Bluff North","A1",2,29,31,3,1,"Y"
"Whidbey","2011","Double Bluff North","A3",1,31,31,1,0,"N"
"Whidbey","2011","Double Bluff North","A4",1,31,31,1,0,"N"
"Whidbey","2011","Double Bluff North","B2",2,29,30,2,0,"N"
"Whidbey","2011","Double Bluff North","B3",2,29,30,2,0,"N"
"Whidbey","2011","Double Bluff North","C2",1,29,29,1,0,"N"
"Whidbey","2011","Double Bluff North","C4",2,29,32,4,2,"Y"
"Whidbey","2011","Double Bluff North","C8",4,29,33,5,1,"Y"
"Whidbey","2011","Double Bluff North","C9",4,29,32,4,0,"Y"
"Whidbey","2011","Double Bluff North","D1",4,26,31,6,2,"Y"
"Whidbey","2011","Double Bluff North","D2",2,29,30,2,0,"N"
"Whidbey","2011","Double Bluff North","D3",1,30,30,1,0,"N"
"Whidbey","2011","Double Bluff North","D4",4,29,32,4,0,"Y"
"Whidbey","2011","Double Bluff North","D5",2,29,31,3,1,"Y"
"Whidbey","2011","Double Bluff North","D6",1,29,29,1,0,"N"
"Whidbey","2011","Double Bluff North","D7",1,29,29,1,0,"N"
"Whidbey","2011","Double Bluff North","D8",3,29,34,6,3,"Y"
"Whidbey","2011","Double Bluff North","D9",1,29,29,1,0,"N"
"Whidbey","2011","Double Bluff South","1",1,27,27,1,0,"N"
"Whidbey","2011","Double Bluff South","2",1,27,27,1,0,"N"
"Whidbey","2011","Forbes Point","1",1,29,29,1,0,"N"
"Whidbey","2011","Forbes Point","2",3,27,31,5,2,"Y"
"Whidbey","2011","Forbes Point","3",1,31,31,1,0,"N"
"Whidbey","2011","Forbes Point","7",1,31,31,1,0,"N"
"Whidbey","2011","Fort Casey","1",2,29,31,3,1,"Y"
"Whidbey","2011","Fort Casey","2",3,26,31,6,3,"Y"
"Whidbey","2011","Fort Casey","4",3,29,33,5,2,"Y"
"Whidbey","2011","Fort Casey","5",1,29,29,1,0,"N"
"Whidbey","2011","Fort Casey","6",2,30,33,4,2,"Y"
"Whidbey","2011","Hancock Lake","1",2,27,28,2,0,"N"
"Whidbey","2011","Hancock Lake","10",1,30,30,1,0,"N"
"Whidbey","2011","Hancock Lake","1S",1,27,27,1,0,"N"
"Whidbey","2011","Hancock Lake","2",4,28,32,5,1,"Y"
"Whidbey","2011","Hancock Lake","2S",3,29,32,4,1,"Y"
"Whidbey","2011","Hancock Lake","3",3,28,30,3,0,"Y"
"Whidbey","2011","Hancock Lake","4",4,28,32,5,1,"Y"
"Whidbey","2011","Hancock Lake","5",3,28,30,3,0,"Y"
"Whidbey","2011","Hancock Lake","6",2,29,30,2,0,"N"
"Whidbey","2011","Hancock Lake","8",2,30,32,3,1,"Y"
"Whidbey","2011","Harrington North","4",1,26,26,1,0,"N"
"Whidbey","2011","Harrington North","7",3,28,30,3,0,"Y"
"Whidbey","2011","Harrington North","M",2,29,30,2,0,"N"
"Whidbey","2011","Harrington South","29",1,28,28,1,0,"N"
"Whidbey","2011","Harrington South","6A",2,27,29,3,1,"Y"
"Whidbey","2011","Harrington South","6B",1,26,26,1,0,"N"
"Whidbey","2011","Hastie Lake","1",5,29,33,5,0,"Y"
"Whidbey","2011","Hastie Lake","2",4,28,31,4,0,"Y"
"Whidbey","2011","Keystone","1",7,25,33,9,2,"Y"
"Whidbey","2011","Keystone","10",1,32,32,1,0,"N"
"Whidbey","2011","Keystone","2",2,27,29,3,1,"Y"
"Whidbey","2011","Keystone","3",3,27,30,4,1,"Y"
