"region","year","site","burrow_name","prey_weeks","start_prey","end_prey","prey_week_range","prey_discrep","nest_succ"
"Whidbey","2011","Keystone","4",2,28,32,5,3,"Y"
"Whidbey","2011","Keystone","5",4,28,34,7,3,"Y"
"Whidbey","2011","Keystone","6",1,29,29,1,0,"N"
"Whidbey","2011","Keystone","7",2,29,32,4,2,"Y"
"Whidbey","2011","Keystone","8",1,30,30,1,0,"N"
"Whidbey","2011","Keystone","9",3,31,33,3,0,"Y"
"Whidbey","2011","Lagoon North #1","1",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #1","1A",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #1","1B",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #1","1C",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #1","1n",5,27,32,6,1,"Y"
"Whidbey","2011","Lagoon North #1","1s",4,27,32,6,2,"Y"
"Whidbey","2011","Lagoon North #1","2",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #1","2n",4,27,32,6,2,"Y"
"Whidbey","2011","Lagoon North #1","2s",4,27,32,6,2,"Y"
"Whidbey","2011","Lagoon North #1","3s",4,27,32,6,2,"Y"
"Whidbey","2011","Lagoon North #1","4s",2,31,32,2,0,"N"
"Whidbey","2011","Lagoon North #1","5s",1,31,31,1,0,"N"
"Whidbey","2011","Lagoon North #1","D",1,29,29,1,0,"N"
"Whidbey","2011","Lagoon North #2","1",4,27,30,4,0,"Y"
"Whidbey","2011","Lagoon North #2","2",4,28,32,5,1,"Y"
"Whidbey","2011","Lagoon South","1",4,28,32,5,1,"Y"
"Whidbey","2011","Lagoon South","2",1,30,30,1,0,"N"
"Whidbey","2011","Lagoon South","4",1,30,30,1,0,"N"
"Whidbey","2011","Lagoon South","5",3,29,32,4,1,"Y"
"Whidbey","2011","Lagoon South","6",2,30,32,3,1,"Y"
"Whidbey","2011","Lagoon South","9",2,31,35,5,3,"Y"
"Whidbey","2011","Lagoon South","D",1,32,32,1,0,"N"
"Whidbey","2011","Lagoon South","E",1,30,30,1,0,"N"
"Whidbey","2011","Lagoon South","F",1,34,34,1,0,"N"
"Whidbey","2011","Lagoon South","G",2,31,32,2,0,"N"
"Whidbey","2011","Lagoon South","H",1,34,34,1,0,"N"
"Whidbey","2011","Ledgewood","1",4,25,29,5,1,"Y"
"Whidbey","2011","Ledgewood","12",4,26,29,4,0,"Y"
"Whidbey","2011","Limpet Lane","1",2,28,29,2,0,"N"
"Whidbey","2011","Limpet Lane","2",2,28,29,2,0,"N"
"Whidbey","2011","Limpet Lane","3",3,31,33,3,0,"Y"
"Whidbey","2011","Limpet Lane","4",1,31,31,1,0,"N"
"Whidbey","2011","Limpet Lane","5",2,31,32,2,0,"N"
"Whidbey","2011","Limpet Lane","6",1,33,33,1,0,"N"
"Whidbey","2011","Malmo Bluff","1",2,26,29,4,2,"Y"
"Whidbey","2011","Malmo Bluff","11",2,27,28,2,0,"N"
"Whidbey","2011","Malmo Bluff","12",1,27,27,1,0,"N"
"Whidbey","2011","Malmo Bluff","15",1,27,27,1,0,"N"
"Whidbey","2011","Malmo Bluff","2",4,26,30,5,1,"Y"
"Whidbey","2011","Malmo Bluff","3",3,27,29,3,0,"Y"
"Whidbey","2011","Malmo Bluff","4",1,28,28,1,0,"N"
"Whidbey","2011","Malmo Bluff","5",5,26,31,6,1,"Y"
"Whidbey","2011","Malmo Bluff","6",4,28,31,4,0,"Y"
"Whidbey","2011","Malmo Bluff","7",2,28,29,2,0,"N"
"Whidbey","2011","Malmo Bluff","8",1,31,31,1,0,"N"
"Whidbey","2011","Malmo Bluff","9",1,28,28,1,0,"N"
"Whidbey","2011","Maylor Point","1",4,26,29,4,0,"Y"
"Whidbey","2011","Maylor Point","2",5,28,33,6,1,"Y"
"Whidbey","2011","Maylor Point","3",2,29,30,2,0,"N"
"Whidbey","2011","Maylor Point","4",3,27,30,4,1,"Y"
"Whidbey","2011","Maylor Point","8",1,32,32,1,0,"N"
"Whidbey","2011","Monroe Landing","1",5,28,34,7,2,"Y"
"Whidbey","2011","Monroe Landing","2",3,29,34,6,3,"Y"
"Whidbey","2011","Monroe Landing","3",2,32,34,3,1,"Y"
"Whidbey","2011","Mutiny Sands","1",3,27,31,5,2,"Y"
"Whidbey","2011","Mutiny Sands","16",3,27,30,4,1,"Y"
"Whidbey","2011","Mutiny Sands","2",5,27,31,5,0,"Y"
"Whidbey","2011","Mutiny Sands","25",2,27,28,2,0,"N"
"Whidbey","2011","Mutiny Sands","26",5,29,33,5,0,"Y"
"Whidbey","2011","Mutiny Sands","3",5,27,31,5,0,"Y"
"Whidbey","2011","Mutiny Sands","6",5,29,33,5,0,"Y"
"Whidbey","2011","Mutiny Sands","6a",6,27,32,6,0,"Y"
"Whidbey","2011","Mutiny Sands","6A",3,27,31,5,2,"Y"
"Whidbey","2011","Mutiny Sands","7",4,28,32,5,1,"Y"
"Whidbey","2011","Mutiny Sands","8a",5,28,32,5,0,"Y"
"Whidbey","2011","Mutiny Sands","8A",3,31,33,3,0,"Y"
"Whidbey","2011","Mutiny Sands","9",1,33,33,1,0,"N"
"Whidbey","2011","Mutiny Sands","A",1,27,27,1,0,"N"
"Whidbey","2011","Possession Point","E1",4,26,29,4,0,"Y"
"Whidbey","2011","Possession Point","E2",4,29,32,4,0,"Y"
"Whidbey","2011","Possession Point","P1",1,31,31,1,0,"N"
"Whidbey","2011","Possession Point","S2",5,26,31,6,1,"Y"
"Whidbey","2011","Possession Point","S6",2,29,31,3,1,"Y"
"Whidbey","2011","Pratts Bluff","1",3,26,30,5,2,"Y"
"Whidbey","2011","Pratts Bluff","14",1,31,31,1,0,"N"
"Whidbey","2011","Pratts Bluff","2",3,28,32,5,2,"Y"
"Whidbey","2011","Pratts Bluff","3",2,26,31,6,4,"Y"
"Whidbey","2011","Pratts Bluff","4",2,28,31,4,2,"Y"
"Whidbey","2011","Pratts Bluff","5",1,31,31,1,0,"N"
"Whidbey","2011","Pratts Bluff","6",1,28,28,1,0,"N"
"Whidbey","2011","Pratts Bluff","7",2,29,31,3,1,"Y"
"Whidbey","2011","Rolling Hills","1 or 2",2,30,31,2,0,"N"
"Whidbey","2011","Rolling Hills","1,2,or3",2,29,31,3,1,"Y"
"Whidbey","2011","Rolling Hills","14",4,27,32,6,2,"Y"
"Whidbey","2011","Rolling Hills","14b",5,29,33,5,0,"Y"
"Whidbey","2011","Rolling Hills","15",5,26,30,5,0,"Y"
"Whidbey","2011","Rolling Hills","24",6,24,29,6,0,"Y"
"Whidbey","2011","Rolling Hills","28",1,25,25,1,0,"N"
"Whidbey","2011","Rolling Hills","3",4,29,32,4,0,"Y"
"Whidbey","2011","Rolling Hills","32",4,25,28,4,0,"Y"
"Whidbey","2011","Rolling Hills","32a",3,28,30,3,0,"Y"
"Whidbey","2011","Rolling Hills","4",5,25,29,5,0,"Y"
"Whidbey","2011","Rolling Hills","5",6,24,29,6,0,"Y"
"Whidbey","2011","Rolling Hills","8",5,24,29,6,1,"Y"
"Whidbey","2011","Rolling Hills #1","14",3,28,31,4,1,"Y"
"Whidbey","2011","Rolling Hills #1","14b",5,29,33,5,0,"Y"
"Whidbey","2011","Rolling Hills #1","15",2,28,29,2,0,"N"
"Whidbey","2011","Rolling Hills #1","2",4,27,30,4,0,"Y"
"Whidbey","2011","Rolling Hills #1","3",4,28,32,5,1,"Y"
"Whidbey","2011","Rolling Hills #1","4",2,25,29,5,3,"Y"
"Whidbey","2011","Rolling Hills #1","5",4,27,32,6,2,"Y"
"Whidbey","2011","Rolling Hills #1","7",2,26,28,3,1,"Y"
"Whidbey","2011","Rolling Hills #1","8",1,29,29,1,0,"N"
"Whidbey","2011","Rolling Hills #1","S",1,27,27,1,0,"N"
"Whidbey","2011","Rolling Hills #2","24",3,27,29,3,0,"Y"
"Whidbey","2011","Rolling Hills #2","32",4,26,29,4,0,"Y"
"Whidbey","2011","Rolling Hills #2","35",1,27,27,1,0,"N"
"Whidbey","2011","Rolling Hills #2","50",5,27,31,5,0,"Y"
"Whidbey","2011","Rolling Hills #2","51",2,27,28,2,0,"N"
"Whidbey","2011","Rolling Hills #2","52",3,30,32,3,0,"Y"
"Whidbey","2011","Shore Meadows","21",3,27,30,4,1,"Y"
"Whidbey","2011","Shore Meadows","22",3,30,32,3,0,"Y"
"Whidbey","2011","Shore Meadows","23",2,28,30,3,1,"Y"
"Whidbey","2011","Shore Meadows","24",1,30,30,1,0,"N"
"Whidbey","2011","Shore Meadows","27",1,27,27,1,0,"N"
"Whidbey","2011","Shore Meadows","29",1,31,31,1,0,"N"
"Whidbey","2011","Shore Meadows","4",3,30,32,3,0,"Y"
"Whidbey","2011","Shore Meadows","54",1,28,28,1,0,"N"
"Whidbey","2011","Shore Meadows","55",1,28,28,1,0,"N"
"Whidbey","2011","Shore Meadows","60",1,31,31,1,0,"N"
"Whidbey","2011","Shore Meadows","61",1,30,30,1,0,"N"
"Whidbey","2011","Shore Meadows","66",1,30,30,1,0,"N"
"Whidbey","2011","Shore Meadows","8",3,30,32,3,0,"Y"
"Whidbey","2011","Swantown","1",1,33,33,1,0,"N"
"Whidbey","2011","Swantown","2",2,33,34,2,0,"N"
"Whidbey","2012","Cliffside","4",2,30,33,4,2,"Y"
"Whidbey","2012","Double Bluff North","C1",1,29,29,1,0,"N"
"Whidbey","2012","Double Bluff North","C2",4,28,31,4,0,"Y"
"Whidbey","2012","Double Bluff North","C3",2,29,30,2,0,"N"
"Whidbey","2012","Double Bluff North","C4",2,31,34,4,2,"Y"
"Whidbey","2012","Double Bluff North","D1",2,31,34,4,2,"Y"
"Whidbey","2012","Double Bluff North","D2",2,28,29,2,0,"N"
"Whidbey","2012","Double Bluff North","D3",3,28,30,3,0,"Y"
"Whidbey","2012","Double Bluff North","D4",2,29,31,3,1,"Y"
"Whidbey","2012","Double Bluff North","E2",1,28,28,1,0,"N"
"Whidbey","2012","Double Bluff South","1",1,30,30,1,0,"N"
"Whidbey","2012","Forbes Point","1",3,26,29,4,1,"Y"
"Whidbey","2012","Forbes Point","3",1,28,28,1,0,"N"
"Whidbey","2012","Forbes Point","4",3,27,29,3,0,"Y"
"Whidbey","2012","Forbes Point","5",3,27,31,5,2,"Y"
"Whidbey","2012","Fort Casey","11",1,30,30,1,0,"N"
"Whidbey","2012","Fort Casey","12",1,30,30,1,0,"N"
"Whidbey","2012","Fort Casey","3",1,30,30,1,0,"N"
"Whidbey","2012","Fort Casey","4 S",1,27,27,1,0,"N"
"Whidbey","2012","Fort Casey","5",2,28,31,4,2,"Y"
"Whidbey","2012","Fort Casey","6",2,28,31,4,2,"Y"
"Whidbey","2012","Fort Casey","7",1,28,28,1,0,"N"
"Whidbey","2012","Fort Casey","9",1,28,28,1,0,"N"
"Whidbey","2012","Hancock Lake","11",4,29,32,4,0,"Y"
"Whidbey","2012","Hancock Lake","17",1,31,31,1,0,"N"
"Whidbey","2012","Hancock Lake","18",2,30,31,2,0,"N"
"Whidbey","2012","Hancock Lake","19",2,28,32,5,3,"Y"
"Whidbey","2012","Hancock Lake","2",3,28,30,3,0,"Y"
"Whidbey","2012","Hancock Lake","27",2,33,34,2,0,"N"
"Whidbey","2012","Hancock Lake","3",3,27,29,3,0,"Y"
"Whidbey","2012","Hancock Lake","4",3,29,31,3,0,"Y"
"Whidbey","2012","Hancock Lake","5",2,30,31,2,0,"N"
"Whidbey","2012","Hancock Lake","6",5,29,33,5,0,"Y"
"Whidbey","2012","Hancock Lake","7",3,30,32,3,0,"Y"
"Whidbey","2012","Harrington North","11",1,26,26,1,0,"N"
"Whidbey","2012","Harrington North","12",5,27,31,5,0,"Y"
"Whidbey","2012","Harrington North","4",1,26,26,1,0,"N"
"Whidbey","2012","Harrington North","7",3,27,31,5,2,"Y"
"Whidbey","2012","Harrington North","RM",3,27,30,4,1,"Y"
"Whidbey","2012","Harrington South","25",3,27,29,3,0,"Y"
"Whidbey","2012","Harrington South","29",1,31,31,1,0,"N"
"Whidbey","2012","Harrington South","3",1,25,25,1,0,"N"
"Whidbey","2012","Harrington South","30",1,25,25,1,0,"N"
"Whidbey","2012","Harrington South","6a",3,25,29,5,2,"Y"
"Whidbey","2012","Hastie Lake","2",3,27,29,3,0,"Y"
"Whidbey","2012","Hastie Lake","3",1,27,27,1,0,"N"
"Whidbey","2012","Hastie Lake","4",3,27,29,3,0,"Y"
"Whidbey","2012","Hastie Lake","5",5,29,35,7,2,"Y"
"Whidbey","2012","Hastie Lake North","1",1,31,31,1,0,"N"
"Whidbey","2012","Hastie Lake North","3",1,32,32,1,0,"N"
"Whidbey","2012","Hastie Lake North","4",1,32,32,1,0,"N"
"Whidbey","2012","Keystone","1",4,26,32,7,3,"Y"
"Whidbey","2012","Keystone","2",4,27,30,4,0,"Y"
"Whidbey","2012","Keystone","3",5,27,32,6,1,"Y"
"Whidbey","2012","Keystone","4",3,27,29,3,0,"Y"
"Whidbey","2012","Keystone","5",3,28,30,3,0,"Y"
"Whidbey","2012","Keystone","6",2,29,30,2,0,"N"
"Whidbey","2012","Keystone","7",3,29,33,5,2,"Y"
"Whidbey","2012","Lagoon North #1","1",2,27,32,6,4,"Y"
"Whidbey","2012","Lagoon North #1","1A",2,32,33,2,0,"N"
"Whidbey","2012","Lagoon North #1","1B",1,33,33,1,0,"N"
"Whidbey","2012","Lagoon North #1","2",1,32,32,1,0,"N"
"Whidbey","2012","Lagoon North #1","4",2,30,32,3,1,"Y"
"Whidbey","2012","Lagoon North #1","5",2,30,32,3,1,"Y"
"Whidbey","2012","Lagoon North #1","7",2,30,32,3,1,"Y"
"Whidbey","2012","Lagoon North #1","A",2,32,33,2,0,"N"
"Whidbey","2012","Lagoon North #2","1",1,30,30,1,0,"N"
"Whidbey","2012","Lagoon North #2","2",4,26,32,7,3,"Y"
"Whidbey","2012","Lagoon North #3","5",1,31,31,1,0,"N"
"Whidbey","2012","Lagoon South","1",1,31,31,1,0,"N"
"Whidbey","2012","Lagoon South","2",4,27,30,4,0,"Y"
"Whidbey","2012","Lagoon South","3",3,27,30,4,1,"Y"
"Whidbey","2012","Lagoon South","4",3,28,31,4,1,"Y"
"Whidbey","2012","Lagoon South","5",1,31,31,1,0,"N"
"Whidbey","2012","Lagoon South","6",4,28,32,5,1,"Y"
"Whidbey","2012","Lagoon South","8",2,29,30,2,0,"N"
"Whidbey","2012","Lagoon South","A",2,28,32,5,3,"Y"
"Whidbey","2012","Lagoon South","E",1,32,32,1,0,"N"
"Whidbey","2012","Lagoon South","G",1,30,30,1,0,"N"
"Whidbey","2012","Ledgewood","1",3,26,29,4,1,"Y"
"Whidbey","2012","Ledgewood","12",2,27,28,2,0,"N"
"Whidbey","2012","Ledgewood","13",1,26,26,1,0,"N"
"Whidbey","2012","Ledgewood","15",2,31,32,2,0,"N"
"Whidbey","2012","Ledgewood","8",2,31,32,2,0,"N"
"Whidbey","2012","Ledgewood","9",1,31,31,1,0,"N"
"Whidbey","2012","Ledgewood","9b",1,30,30,1,0,"N"
"Whidbey","2012","Limpet Lane","2",2,30,32,3,1,"Y"
"Whidbey","2012","Limpet Lane","3",1,32,32,1,0,"N"
"Whidbey","2012","Limpet Lane","4",3,30,32,3,0,"Y"
"Whidbey","2012","Limpet Lane","5",1,32,32,1,0,"N"
"Whidbey","2012","Limpet Lane","6",1,32,32,1,0,"N"
"Whidbey","2012","Limpet Lane","7",1,32,32,1,0,"N"
"Whidbey","2012","Limpet Lane","8",1,32,32,1,0,"N"
"Whidbey","2012","Malmo Bluff","1",1,26,26,1,0,"N"
"Whidbey","2012","Malmo Bluff","15",1,27,27,1,0,"N"
"Whidbey","2012","Malmo Bluff","2",2,26,28,3,1,"Y"
"Whidbey","2012","Malmo Bluff","3",1,26,26,1,0,"N"
"Whidbey","2012","Malmo Bluff","4",1,27,27,1,0,"N"
"Whidbey","2012","Malmo Bluff","5",1,27,27,1,0,"N"
"Whidbey","2012","Malmo Bluff","7",1,28,28,1,0,"N"
"Whidbey","2012","Monroe Landing","4",6,28,33,6,0,"Y"
"Whidbey","2012","Mutiny Sands","1",1,29,29,1,0,"N"
"Whidbey","2012","Mutiny Sands","10",3,27,33,7,4,"Y"
"Whidbey","2012","Mutiny Sands","11",2,29,30,2,0,"N"
"Whidbey","2012","Mutiny Sands","12",4,27,30,4,0,"Y"
"Whidbey","2012","Mutiny Sands","13",1,29,29,1,0,"N"
"Whidbey","2012","Mutiny Sands","16",6,27,32,6,0,"Y"
"Whidbey","2012","Mutiny Sands","17",1,29,29,1,0,"N"
"Whidbey","2012","Mutiny Sands","18",4,30,33,4,0,"Y"
"Whidbey","2012","Mutiny Sands","3",5,27,31,5,0,"Y"
"Whidbey","2012","Mutiny Sands","9",7,26,33,8,1,"Y"
"Whidbey","2012","Possession Point","E1",4,27,31,5,1,"Y"
"Whidbey","2012","Possession Point","E2",2,29,31,3,1,"Y"
"Whidbey","2012","Possession Point","P1",1,31,31,1,0,"N"
"Whidbey","2012","Possession Point","S2",4,26,29,4,0,"Y"
"Whidbey","2012","Possession Point","S7",3,27,31,5,2,"Y"
"Whidbey","2012","Possession Point","S8",1,31,31,1,0,"N"
"Whidbey","2012","Pratts Bluff","1",2,28,29,2,0,"N"
"Whidbey","2012","Pratts Bluff","10",3,27,29,3,0,"Y"
"Whidbey","2012","Pratts Bluff","11",2,29,31,3,1,"Y"
"Whidbey","2012","Pratts Bluff","2",2,26,29,4,2,"Y"
"Whidbey","2012","Pratts Bluff","3",5,26,32,7,2,"Y"
"Whidbey","2012","Pratts Bluff","4",3,27,29,3,0,"Y"
"Whidbey","2012","Pratts Bluff","5",2,27,28,2,0,"N"
"Whidbey","2012","Pratts Bluff","7",1,28,28,1,0,"N"
"Whidbey","2012","Pratts Bluff","9",3,28,31,4,1,"Y"
"Whidbey","2012","Rolling Hills","10",6,26,31,6,0,"Y"
"Whidbey","2012","Rolling Hills","11",2,28,29,2,0,"N"
"Whidbey","2012","Rolling Hills","15",7,27,33,7,0,"Y"
"Whidbey","2012","Rolling Hills","17",5,27,31,5,0,"Y"
"Whidbey","2012","Rolling Hills","18",7,26,32,7,0,"Y"
"Whidbey","2012","Rolling Hills","2",3,29,31,3,0,"Y"
"Whidbey","2012","Rolling Hills","2 or 3",2,26,27,2,0,"N"
"Whidbey","2012","Rolling Hills","3",3,28,30,3,0,"Y"
"Whidbey","2012","Rolling Hills","32",1,28,28,1,0,"N"
"Whidbey","2012","Rolling Hills","33",4,26,29,4,0,"Y"
"Whidbey","2012","Rolling Hills","4",5,26,30,5,0,"Y"
"Whidbey","2012","Rolling Hills","5",5,26,30,5,0,"Y"
"Whidbey","2012","Rolling Hills","8",5,26,30,5,0,"Y"
"Whidbey","2012","Rolling Hills","9",1,28,28,1,0,"N"
"Whidbey","2012","Rolling Hills #1","10",4,27,30,4,0,"Y"
"Whidbey","2012","Rolling Hills #1","11",1,29,29,1,0,"N"
"Whidbey","2012","Rolling Hills #1","15",4,29,32,4,0,"Y"
"Whidbey","2012","Rolling Hills #1","17",4,27,31,5,1,"Y"
"Whidbey","2012","Rolling Hills #1","18",4,27,32,6,2,"Y"
"Whidbey","2012","Rolling Hills #1","2",4,27,30,4,0,"Y"
"Whidbey","2012","Rolling Hills #1","3",5,26,31,6,1,"Y"
"Whidbey","2012","Rolling Hills #1","4",2,26,28,3,1,"Y"
"Whidbey","2012","Rolling Hills #1","5",5,26,30,5,0,"Y"
"Whidbey","2012","Rolling Hills #1","8",2,26,28,3,1,"Y"
"Whidbey","2012","Rolling Hills #1","9",1,28,28,1,0,"N"
"Whidbey","2012","Rolling Hills #2","33",4,26,29,4,0,"Y"
"Whidbey","2012","Shore Meadows","1",1,26,26,1,0,"N"
"Whidbey","2012","Shore Meadows","101",3,28,33,6,3,"Y"
"Whidbey","2012","Shore Meadows","102",1,28,28,1,0,"N"
"Whidbey","2012","Shore Meadows","103",3,28,30,3,0,"Y"
"Whidbey","2012","Shore Meadows","104",2,28,30,3,1,"Y"
"Whidbey","2012","Shore Meadows","12",2,29,30,2,0,"N"
"Whidbey","2012","Shore Meadows","13",2,29,30,2,0,"N"
"Whidbey","2012","Shore Meadows","27",1,29,29,1,0,"N"
"Whidbey","2012","Shore Meadows","29",1,31,31,1,0,"N"
"Whidbey","2012","Shore Meadows","3",1,26,26,1,0,"N"
"Whidbey","2012","Shore Meadows","32",1,30,30,1,0,"N"
"Whidbey","2012","Shore Meadows","42",1,31,31,1,0,"N"
"Whidbey","2012","Swantown","1",1,28,28,1,0,"N"
"Whidbey","2012","Swantown","2",3,29,31,3,0,"Y"
"Whidbey","2012","Swantown","3",2,32,33,2,0,"N"
"Whidbey","2013","Cliffside","1",1,33,33,1,0,"N"
"Whidbey","2013","Cliffside","2",1,31,31,1,0,"N"
"Whidbey","2013","Cliffside","3",1,33,33,1,0,"N"
"Whidbey","2013","Cliffside","4",2,31,35,5,3,"Y"
"Whidbey","2013","Cliffside","6",4,30,35,6,2,"Y"
"Whidbey","2013","Cliffside","7",3,32,34,3,0,"Y"
"Whidbey","2013","Coupeville Wharf","1",2,27,31,5,3,"Y"
"Whidbey","2013","Coupeville Wharf","3",1,29,29,1,0,"N"
"Whidbey","2013","Double Bluff North","B1",1,26,26,1,0,"N"
"Whidbey","2013","Double Bluff North","B2",4,27,31,5,1,"Y"
"Whidbey","2013","Double Bluff North","C2",1,27,27,1,0,"N"
"Whidbey","2013","Double Bluff North","C3",1,28,28,1,0,"N"
"Whidbey","2013","Double Bluff North","C4",2,28,29,2,0,"N"
"Whidbey","2013","Double Bluff North","D1",3,27,30,4,1,"Y"
"Whidbey","2013","Double Bluff North","D2",2,27,29,3,1,"Y"
"Whidbey","2013","Double Bluff North","D3",3,27,29,3,0,"Y"
"Whidbey","2013","Double Bluff North","D4",5,27,32,6,1,"Y"
"Whidbey","2013","Double Bluff North","D5",2,27,28,2,0,"N"
"Whidbey","2013","Double Bluff North","D6",1,28,28,1,0,"N"
"Whidbey","2013","Double Bluff North","D7",2,28,29,2,0,"N"
"Whidbey","2013","Double Bluff North","D8",2,29,30,2,0,"N"
"Whidbey","2013","Double Bluff North","E1",1,29,29,1,0,"N"
"Whidbey","2013","Double Bluff North","E2",3,27,29,3,0,"Y"
"Whidbey","2013","Double Bluff North","E3",3,27,29,3,0,"Y"
"Whidbey","2013","Double Bluff North","E5",2,28,31,4,2,"Y"
"Whidbey","2013","Double Bluff South","3",1,29,29,1,0,"N"
"Whidbey","2013","Forbes Point","1",2,28,32,5,3,"Y"
"Whidbey","2013","Forbes Point","2",3,28,31,4,1,"Y"
"Whidbey","2013","Forbes Point","3",2,28,30,3,1,"Y"
"Whidbey","2013","Fort Casey","1",1,29,29,1,0,"N"
"Whidbey","2013","Fort Casey","2",1,26,26,1,0,"N"
"Whidbey","2013","Fort Casey","3",2,28,31,4,2,"Y"
"Whidbey","2013","Fort Casey","5",1,29,29,1,0,"N"
"Whidbey","2013","Fort Casey","6",1,29,29,1,0,"N"
"Whidbey","2013","Fort Casey","7",2,32,33,2,0,"N"
"Whidbey","2013","Fort Casey","8",1,34,34,1,0,"N"
"Whidbey","2013","Hancock Lake","1",5,27,31,5,0,"Y"
"Whidbey","2013","Hancock Lake","10",3,29,33,5,2,"Y"
"Whidbey","2013","Hancock Lake","11",1,35,35,1,0,"N"
"Whidbey","2013","Hancock Lake","12",2,32,34,3,1,"Y"
"Whidbey","2013","Hancock Lake","14",1,31,31,1,0,"N"
"Whidbey","2013","Hancock Lake","16",4,30,33,4,0,"Y"
"Whidbey","2013","Hancock Lake","19",1,31,31,1,0,"N"
"Whidbey","2013","Hancock Lake","2",3,27,31,5,2,"Y"
"Whidbey","2013","Hancock Lake","22",2,33,35,3,1,"Y"
"Whidbey","2013","Hancock Lake","23",2,34,35,2,0,"N"
"Whidbey","2013","Hancock Lake","3",3,30,32,3,0,"Y"
"Whidbey","2013","Hancock Lake","5",5,29,34,6,1,"Y"
"Whidbey","2013","Hancock Lake","6",3,29,31,3,0,"Y"
"Whidbey","2013","Hancock Lake","7",4,30,34,5,1,"Y"
"Whidbey","2013","Hancock Lake","8",6,31,36,6,0,"Y"
"Whidbey","2013","Hancock Lake","9",1,33,33,1,0,"N"
"Whidbey","2013","Harrington North","7",4,26,30,5,1,"Y"
"Whidbey","2013","Harrington North","RM",4,26,31,6,2,"Y"
"Whidbey","2013","Harrington South","25",4,27,32,6,2,"Y"
"Whidbey","2013","Harrington South","6A",1,30,30,1,0,"N"
"Whidbey","2013","Hastie Lake","1",4,26,29,4,0,"Y"
"Whidbey","2013","Hastie Lake","3",1,30,30,1,0,"N"
