"region","year","site","burrow_name","prey_weeks","start_prey","end_prey","prey_week_range","prey_discrep","nest_succ"
"Whidbey","2015","Mutiny Sands","7A",2,29,30,2,0,"N"
"Whidbey","2015","Mutiny Sands","7C",3,27,29,3,0,"Y"
"Whidbey","2015","Possession Point","E1",1,29,29,1,0,"N"
"Whidbey","2015","Possession Point","p1",1,31,31,1,0,"N"
"Whidbey","2015","Possession Point","S1",1,28,28,1,0,"N"
"Whidbey","2015","Possession Point","s7",1,32,32,1,0,"N"
"Whidbey","2015","Pratts Bluff","1",1,27,27,1,0,"N"
"Whidbey","2015","Pratts Bluff","12",2,27,31,5,3,"Y"
"Whidbey","2015","Pratts Bluff","12B",1,29,29,1,0,"N"
"Whidbey","2015","Pratts Bluff","13",4,27,31,5,1,"Y"
"Whidbey","2015","Pratts Bluff","14",3,28,30,3,0,"Y"
"Whidbey","2015","Pratts Bluff","15",1,31,31,1,0,"N"
"Whidbey","2015","Pratts Bluff","18",1,27,27,1,0,"N"
"Whidbey","2015","Rolling Hills #1","11",1,27,27,1,0,"N"
"Whidbey","2015","Rolling Hills #1","15",3,26,28,3,0,"Y"
"Whidbey","2015","Rolling Hills #1","17",4,28,31,4,0,"Y"
"Whidbey","2015","Rolling Hills #1","18",2,28,29,2,0,"N"
"Whidbey","2015","Rolling Hills #1","19",1,26,26,1,0,"N"
"Whidbey","2015","Rolling Hills #1","2",4,26,29,4,0,"Y"
"Whidbey","2015","Rolling Hills #1","3",4,26,30,5,1,"Y"
"Whidbey","2015","Rolling Hills #1","31a",2,27,29,3,1,"Y"
"Whidbey","2015","Rolling Hills #1","33",2,26,30,5,3,"Y"
"Whidbey","2015","Rolling Hills #1","4",2,26,28,3,1,"Y"
"Whidbey","2015","Rolling Hills #1","5",4,26,29,4,0,"Y"
"Whidbey","2015","Rolling Hills #1","8",1,27,27,1,0,"N"
"Whidbey","2015","Rolling Hills #2","31a",2,27,29,3,1,"Y"
"Whidbey","2015","Rolling Hills #2","33",2,26,30,5,3,"Y"
"Whidbey","2015","Rolling Hills #3","51",4,26,30,5,1,"Y"
"Whidbey","2015","Rolling Hills #3","52",2,28,30,3,1,"Y"
"Whidbey","2015","Shore Meadows","12",1,30,30,1,0,"N"
"Whidbey","2015","Shore Meadows","2",1,30,30,1,0,"N"
"Whidbey","2015","Shore Meadows","3",1,30,30,1,0,"N"
"Whidbey","2015","Shore Meadows","33",4,29,32,4,0,"Y"
"Whidbey","2015","Shore Meadows","34",1,32,32,1,0,"N"
"Whidbey","2015","Shore Meadows","36",2,28,30,3,1,"Y"
"Whidbey","2015","Shore Meadows","38",1,28,28,1,0,"N"
"Whidbey","2015","Shore Meadows","39",1,32,32,1,0,"N"
"Whidbey","2015","Shore Meadows","42",4,31,35,5,1,"Y"
"Whidbey","2015","Shore Meadows","43",1,31,31,1,0,"N"
"Whidbey","2015","Shore Meadows","44",1,35,35,1,0,"N"
"Whidbey","2015","Shore Meadows","5",2,29,30,2,0,"N"
"Whidbey","2015","Shore Meadows","62",2,29,31,3,1,"Y"
"Whidbey","2015","Shore Meadows","65",1,30,30,1,0,"N"
"Whidbey","2015","Shore Meadows","8",1,28,28,1,0,"N"
"Whidbey","2015","Swantown","1",5,27,31,5,0,"Y"
"Whidbey","2015","Swantown","10",2,31,32,2,0,"N"
"Whidbey","2015","Swantown","2",7,27,33,7,0,"Y"
"Whidbey","2015","Swantown","3",3,28,32,5,2,"Y"
"Whidbey","2015","Swantown","4",5,28,36,9,4,"Y"
"Whidbey","2015","Swantown","7",1,30,30,1,0,"N"
"Whidbey","2015","Swantown","8",3,32,36,5,2,"Y"
"Whidbey","2015","Swantown","9",3,30,33,4,1,"Y"
"Whidbey","2016","Bush Point Dock","1",3,27,33,7,4,"Y"
"Whidbey","2016","Cliffside","0837",1,28,28,1,0,"N"
"Whidbey","2016","Cliffside","1",2,28,32,5,3,"Y"
"Whidbey","2016","Cliffside","5",2,28,30,3,1,"Y"
"Whidbey","2016","Clinton Ferry Dock","1",2,24,32,9,7,"Y"
"Whidbey","2016","Double Bluff North","A1",1,29,29,1,0,"N"
"Whidbey","2016","Double Bluff North","B1",5,26,31,6,1,"Y"
"Whidbey","2016","Double Bluff North","B3",1,27,27,1,0,"N"
"Whidbey","2016","Double Bluff North","C1",3,25,27,3,0,"Y"
"Whidbey","2016","Double Bluff North","C2",1,26,26,1,0,"N"
"Whidbey","2016","Double Bluff North","C3",1,29,29,1,0,"N"
"Whidbey","2016","Double Bluff North","D1",5,25,31,7,2,"Y"
"Whidbey","2016","Double Bluff North","D2",3,25,31,7,4,"Y"
"Whidbey","2016","Double Bluff North","D3",2,25,27,3,1,"Y"
"Whidbey","2016","Double Bluff North","D4",3,27,31,5,2,"Y"
"Whidbey","2016","Double Bluff North","D5",3,27,30,4,1,"Y"
"Whidbey","2016","Double Bluff North","D6",1,29,29,1,0,"N"
"Whidbey","2016","Double Bluff North","E1",2,25,29,5,3,"Y"
"Whidbey","2016","Double Bluff North","E2",1,27,27,1,0,"N"
"Whidbey","2016","Double Bluff South","1",4,25,34,10,6,"Y"
"Whidbey","2016","Forbes Point","1",4,25,30,6,2,"Y"
"Whidbey","2016","Forbes Point","3",2,27,29,3,1,"Y"
"Whidbey","2016","Forbes Point","4",3,27,30,4,1,"Y"
"Whidbey","2016","Fort Casey North","1",1,26,26,1,0,"N"
"Whidbey","2016","Fort Casey North","10",1,29,29,1,0,"N"
"Whidbey","2016","Fort Casey North","11",1,30,30,1,0,"N"
"Whidbey","2016","Fort Casey North","12",2,30,31,2,0,"N"
"Whidbey","2016","Fort Casey North","15",1,28,28,1,0,"N"
"Whidbey","2016","Fort Casey North","16",2,28,29,2,0,"N"
"Whidbey","2016","Fort Casey North","18",2,29,31,3,1,"Y"
"Whidbey","2016","Fort Casey North","2",1,26,26,1,0,"N"
"Whidbey","2016","Fort Casey North","4",4,26,30,5,1,"Y"
"Whidbey","2016","Fort Casey North","5",3,27,29,3,0,"Y"
"Whidbey","2016","Fort Casey North","6",1,27,27,1,0,"N"
"Whidbey","2016","Fort Casey North","7",1,28,28,1,0,"N"
"Whidbey","2016","Hancock Lake","10",3,25,29,5,2,"Y"
"Whidbey","2016","Hancock Lake","11",1,28,28,1,0,"N"
"Whidbey","2016","Hancock Lake","12",2,28,32,5,3,"Y"
"Whidbey","2016","Hancock Lake","13",1,32,32,1,0,"N"
"Whidbey","2016","Hancock Lake","14",3,29,32,4,1,"Y"
"Whidbey","2016","Hancock Lake","17",4,29,32,4,0,"Y"
"Whidbey","2016","Hancock Lake","2",2,30,32,3,1,"Y"
"Whidbey","2016","Hancock Lake","4",5,28,32,5,0,"Y"
"Whidbey","2016","Hancock Lake","8",5,28,32,5,0,"Y"
"Whidbey","2016","Hancock Lake","S3",1,27,27,1,0,"N"
"Whidbey","2016","Hancock Lake","S4",1,30,30,1,0,"N"
"Whidbey","2016","Hancock Lake","S7",4,24,29,6,2,"Y"
"Whidbey","2016","Hancock Lake","S8",4,29,32,4,0,"Y"
"Whidbey","2016","Hancock Lake","S9",2,31,32,2,0,"N"
"Whidbey","2016","Harrington North","4",5,29,34,6,1,"Y"
"Whidbey","2016","Harrington North","7",4,29,32,4,0,"Y"
"Whidbey","2016","Harrington North","RM",3,27,34,8,5,"Y"
"Whidbey","2016","Harrington South","1",2,30,31,2,0,"N"
"Whidbey","2016","Harrington South","3",3,29,33,5,2,"Y"
"Whidbey","2016","Hastie Lake","1",3,26,28,3,0,"Y"
"Whidbey","2016","Hastie Lake","2",4,30,34,5,1,"Y"
"Whidbey","2016","Hastie Lake","3",1,28,28,1,0,"N"
"Whidbey","2016","Hastie Lake","4",3,28,30,3,0,"Y"
"Whidbey","2016","Hastie Lake","5",3,31,34,4,1,"Y"
"Whidbey","2016","Hastie Lake","6",3,28,32,5,2,"Y"
"Whidbey","2016","Hastie Lake","9",4,28,32,5,1,"Y"
"Whidbey","2016","Keystone","1",2,28,30,3,1,"Y"
"Whidbey","2016","Keystone","2",1,30,30,1,0,"N"
"Whidbey","2016","Keystone","3",5,27,32,6,1,"Y"
"Whidbey","2016","Lagoon North #0","0",2,26,32,7,5,"Y"
"Whidbey","2016","Lagoon North #0","1",3,25,27,3,0,"Y"
"Whidbey","2016","Lagoon North #0","2",1,26,26,1,0,"N"
"Whidbey","2016","Lagoon North #0","3",1,27,27,1,0,"N"
"Whidbey","2016","Lagoon North #0","4",1,26,26,1,0,"N"
"Whidbey","2016","Lagoon North #0","5",2,29,32,4,2,"Y"
"Whidbey","2016","Lagoon North #1","1",2,27,28,2,0,"N"
"Whidbey","2016","Lagoon North #1","1B",1,33,33,1,0,"N"
"Whidbey","2016","Lagoon North #1","1D",1,29,29,1,0,"N"
"Whidbey","2016","Lagoon North #1","2A",1,28,28,1,0,"N"
"Whidbey","2016","Lagoon North #1","7",1,28,28,1,0,"N"
"Whidbey","2016","Lagoon South","3A",1,29,29,1,0,"N"
"Whidbey","2016","Lagoon South","3B",3,26,28,3,0,"Y"
"Whidbey","2016","Lagoon South","3C",5,25,30,6,1,"Y"
"Whidbey","2016","Lagoon South","3E",2,29,30,2,0,"N"
"Whidbey","2016","Lagoon South","3F",2,29,30,2,0,"N"
"Whidbey","2016","Lagoon South","3G",1,29,29,1,0,"N"
"Whidbey","2016","Lagoon South","3H",4,27,32,6,2,"Y"
"Whidbey","2016","Lagoon South","4A",3,28,32,5,2,"Y"
"Whidbey","2016","Lagoon South","4B",1,27,27,1,0,"N"
"Whidbey","2016","Lagoon South","4C",1,30,30,1,0,"N"
"Whidbey","2016","Lagoon South","4D",2,27,30,4,2,"Y"
"Whidbey","2016","Langley Marina","1",4,28,32,5,1,"Y"
"Whidbey","2016","Ledgewood","1",3,26,30,5,2,"Y"
"Whidbey","2016","Ledgewood","10",1,28,28,1,0,"N"
"Whidbey","2016","Ledgewood","12",3,30,39,10,7,"Y"
"Whidbey","2016","Ledgewood","3",3,27,30,4,1,"Y"
"Whidbey","2016","Limpet Lane","1",2,26,30,5,3,"Y"
"Whidbey","2016","Limpet Lane","2",1,30,30,1,0,"N"
"Whidbey","2016","Limpet Lane","6",1,28,28,1,0,"N"
"Whidbey","2016","Limpet Lane","A",1,27,27,1,0,"N"
"Whidbey","2016","Limpet Lane","C",2,27,28,2,0,"N"
"Whidbey","2016","Malmo Bluff","0",2,29,31,3,1,"Y"
"Whidbey","2016","Malmo Bluff","1",1,28,28,1,0,"N"
"Whidbey","2016","Malmo Bluff","12",1,26,26,1,0,"N"
"Whidbey","2016","Malmo Bluff","13",1,25,25,1,0,"N"
"Whidbey","2016","Malmo Bluff","14",3,26,28,3,0,"Y"
"Whidbey","2016","Malmo Bluff","16",1,27,27,1,0,"N"
"Whidbey","2016","Malmo Bluff","17",3,26,28,3,0,"Y"
"Whidbey","2016","Malmo Bluff","2",2,28,30,3,1,"Y"
"Whidbey","2016","Malmo Bluff","24",2,25,29,5,3,"Y"
"Whidbey","2016","Malmo Bluff","26",1,25,25,1,0,"N"
"Whidbey","2016","Malmo Bluff","3",1,27,27,1,0,"N"
"Whidbey","2016","Malmo Bluff","4",4,24,28,5,1,"Y"
"Whidbey","2016","Malmo Bluff","9",1,27,27,1,0,"N"
"Whidbey","2016","Maylor Point","CB",4,26,32,7,3,"Y"
"Whidbey","2016","Maylor Point","NB",3,28,31,4,1,"Y"
"Whidbey","2016","Maylor Point","PB",3,29,31,3,0,"Y"
"Whidbey","2016","Monroe Landing","1",5,26,30,5,0,"Y"
"Whidbey","2016","Mutiny Sands","10",3,25,29,5,2,"Y"
"Whidbey","2016","Mutiny Sands","19",3,28,31,4,1,"Y"
"Whidbey","2016","Mutiny Sands","2",4,26,29,4,0,"Y"
"Whidbey","2016","Mutiny Sands","20",1,29,29,1,0,"N"
"Whidbey","2016","Mutiny Sands","4",2,26,29,4,2,"Y"
"Whidbey","2016","Mutiny Sands","5",2,28,29,2,0,"N"
"Whidbey","2016","Mutiny Sands","6",1,28,28,1,0,"N"
"Whidbey","2016","Mutiny Sands","7",3,28,31,4,1,"Y"
"Whidbey","2016","Possession Point","E1",3,27,31,5,2,"Y"
"Whidbey","2016","Possession Point","S6",3,26,29,4,1,"Y"
"Whidbey","2016","Pratts Bluff","12",1,26,26,1,0,"N"
"Whidbey","2016","Pratts Bluff","12a",1,29,29,1,0,"N"
"Whidbey","2016","Pratts Bluff","13",5,24,28,5,0,"Y"
"Whidbey","2016","Pratts Bluff","14",3,25,28,4,1,"Y"
"Whidbey","2016","Pratts Bluff","15",1,25,25,1,0,"N"
"Whidbey","2016","Pratts Bluff","16.5",1,25,25,1,0,"N"
"Whidbey","2016","Pratts Bluff","18",3,24,26,3,0,"Y"
"Whidbey","2016","Pratts Bluff","2",2,27,30,4,2,"Y"
"Whidbey","2016","Pratts Bluff","21",1,25,25,1,0,"N"
"Whidbey","2016","Pratts Bluff","4",5,24,29,6,1,"Y"
"Whidbey","2016","Pratts Bluff","5",3,24,28,5,2,"Y"
"Whidbey","2016","Rolling Hills #1","13",1,25,25,1,0,"N"
"Whidbey","2016","Rolling Hills #1","15",2,24,25,2,0,"N"
"Whidbey","2016","Rolling Hills #1","19",5,23,27,5,0,"Y"
"Whidbey","2016","Rolling Hills #1","2",1,27,27,1,0,"N"
"Whidbey","2016","Rolling Hills #1","20",1,25,25,1,0,"N"
"Whidbey","2016","Rolling Hills #1","25",3,23,25,3,0,"Y"
"Whidbey","2016","Rolling Hills #1","27a",2,26,27,2,0,"N"
"Whidbey","2016","Rolling Hills #1","28",3,23,25,3,0,"Y"
"Whidbey","2016","Rolling Hills #1","3",4,25,29,5,1,"Y"
"Whidbey","2016","Rolling Hills #1","31a",2,25,27,3,1,"Y"
"Whidbey","2016","Rolling Hills #1","32",2,31,32,2,0,"N"
"Whidbey","2016","Rolling Hills #1","33",4,25,28,4,0,"Y"
"Whidbey","2016","Rolling Hills #1","5",4,25,28,4,0,"Y"
"Whidbey","2016","Rolling Hills #1","8",5,23,27,5,0,"Y"
"Whidbey","2016","Rolling Hills #1","9",6,26,32,7,1,"Y"
"Whidbey","2016","Rolling Hills #3","50",5,29,33,5,0,"Y"
"Whidbey","2016","Rolling Hills #3","51",7,24,30,7,0,"Y"
"Whidbey","2016","Rolling Hills #3","52",4,25,29,5,1,"Y"
"Whidbey","2016","Shore Meadows","1",3,25,28,4,1,"Y"
"Whidbey","2016","Shore Meadows","32",1,27,27,1,0,"N"
"Whidbey","2016","Shore Meadows","34",2,27,28,2,0,"N"
"Whidbey","2016","Shore Meadows","35",1,28,28,1,0,"N"
"Whidbey","2016","Shore Meadows","37",3,29,31,3,0,"Y"
"Whidbey","2016","Shore Meadows","5",3,26,29,4,1,"Y"
"Whidbey","2016","Shore Meadows","8",2,25,29,5,3,"Y"
"Whidbey","2016","Swantown","4",2,29,31,3,1,"Y"
"Whidbey","2017","Cliffside","1",2,28,30,3,1,"Y"
"Whidbey","2017","Cliffside","11",3,27,29,3,0,"Y"
"Whidbey","2017","Cliffside","1A",1,29,29,1,0,"N"
"Whidbey","2017","Cliffside","3",2,30,32,3,1,"Y"
"Whidbey","2017","Cliffside","5",4,31,35,5,1,"Y"
"Whidbey","2017","Cliffside","6",3,32,34,3,0,"Y"
"Whidbey","2017","Clinton Ferry Dock","2",2,28,29,2,0,"N"
"Whidbey","2017","Clinton Ferry Dock","4",1,29,29,1,0,"N"
"Whidbey","2017","Coupeville Wharf","3",3,28,32,5,2,"Y"
"Whidbey","2017","Double Bluff North","B1",2,32,34,3,1,"Y"
"Whidbey","2017","Double Bluff North","B2",1,26,26,1,0,"N"
"Whidbey","2017","Double Bluff North","B4",3,28,33,6,3,"Y"
"Whidbey","2017","Double Bluff North","D1",1,30,30,1,0,"N"
"Whidbey","2017","Double Bluff North","D4",1,26,26,1,0,"N"
"Whidbey","2017","Double Bluff North","D5",2,28,30,3,1,"Y"
"Whidbey","2017","Double Bluff North","D6",1,28,28,1,0,"N"
"Whidbey","2017","Double Bluff North","D7",2,30,31,2,0,"N"
"Whidbey","2017","Double Bluff North","E3",3,28,31,4,1,"Y"
"Whidbey","2017","Double Bluff North","E7",1,32,32,1,0,"N"
"Whidbey","2017","Double Bluff South","1",1,30,30,1,0,"N"
"Whidbey","2017","Double Bluff South","2",2,33,34,2,0,"N"
"Whidbey","2017","Forbes Point","1",3,27,30,4,1,"Y"
"Whidbey","2017","Forbes Point","4",2,31,32,2,0,"N"
"Whidbey","2017","Fort Casey North","10",4,28,31,4,0,"Y"
"Whidbey","2017","Fort Casey North","2",4,26,31,6,2,"Y"
"Whidbey","2017","Fort Casey North","3",3,26,29,4,1,"Y"
"Whidbey","2017","Fort Casey North","5",3,28,30,3,0,"Y"
"Whidbey","2017","Fort Casey North","6",2,29,30,2,0,"N"
"Whidbey","2017","Fort Casey North","7",1,30,30,1,0,"N"
"Whidbey","2017","Hancock Lake","10",3,30,32,3,0,"Y"
"Whidbey","2017","Hancock Lake","11",5,28,32,5,0,"Y"
"Whidbey","2017","Hancock Lake","12",1,30,30,1,0,"N"
"Whidbey","2017","Hancock Lake","2",3,29,31,3,0,"Y"
"Whidbey","2017","Hancock Lake","20",1,31,31,1,0,"N"
"Whidbey","2017","Hancock Lake","3",3,29,31,3,0,"Y"
"Whidbey","2017","Hancock Lake","4",2,30,32,3,1,"Y"
"Whidbey","2017","Hancock Lake","S7",5,27,32,6,1,"Y"
"Whidbey","2017","Harrington North","7",4,27,31,5,1,"Y"
"Whidbey","2017","Harrington South","2",4,27,31,5,1,"Y"
"Whidbey","2017","Harrington South","4",3,28,30,3,0,"Y"
"Whidbey","2017","Hastie Lake","1",3,26,30,5,2,"Y"
"Whidbey","2017","Hastie Lake","12",3,29,31,3,0,"Y"
"Whidbey","2017","Hastie Lake","13",1,31,31,1,0,"N"
"Whidbey","2017","Hastie Lake","2",2,25,26,2,0,"N"
"Whidbey","2017","Hastie Lake","3",3,27,29,3,0,"Y"
"Whidbey","2017","Hastie Lake","4",3,28,32,5,2,"Y"
"Whidbey","2017","Hastie Lake","6",1,28,28,1,0,"N"
"Whidbey","2017","Hastie Lake","9",2,27,29,3,1,"Y"
"Whidbey","2017","Keystone","1",3,26,31,6,3,"Y"
"Whidbey","2017","Keystone","2",5,27,31,5,0,"Y"
"Whidbey","2017","Keystone","3",4,27,31,5,1,"Y"
"Whidbey","2017","Keystone","4",4,28,31,4,0,"Y"
"Whidbey","2017","Keystone","5",5,28,32,5,0,"Y"
"Whidbey","2017","Keystone","6",4,29,32,4,0,"Y"
"Whidbey","2017","Keystone","7",1,31,31,1,0,"N"
"Whidbey","2017","Keystone","8",2,31,32,2,0,"N"
"Whidbey","2017","Lagoon North #0","1",1,28,28,1,0,"N"
"Whidbey","2017","Lagoon North #0","2",1,29,29,1,0,"N"
"Whidbey","2017","Lagoon North #0","2B",1,28,28,1,0,"N"
"Whidbey","2017","Lagoon North #0","3",2,29,30,2,0,"N"
"Whidbey","2017","Lagoon North #0","6",1,28,28,1,0,"N"
"Whidbey","2017","Lagoon North #1","1",1,29,29,1,0,"N"
"Whidbey","2017","Lagoon North #1","2",2,28,30,3,1,"Y"
"Whidbey","2017","Lagoon North #1","4",1,29,29,1,0,"N"
"Whidbey","2017","Lagoon South","2A",5,28,32,5,0,"Y"
"Whidbey","2017","Lagoon South","3A",5,26,31,6,1,"Y"
"Whidbey","2017","Lagoon South","3B",1,28,28,1,0,"N"
"Whidbey","2017","Lagoon South","4A",1,32,32,1,0,"N"
"Whidbey","2017","Lagoon South","4B",2,32,33,2,0,"N"
"Whidbey","2017","Lagoon South","4G",1,31,31,1,0,"N"
"Whidbey","2017","Langley Marina","1",4,27,31,5,1,"Y"
"Whidbey","2017","Ledgewood","1",3,29,31,3,0,"Y"
"Whidbey","2017","Ledgewood","4",4,28,31,4,0,"Y"
"Whidbey","2017","Ledgewood","5A",2,30,31,2,0,"N"
"Whidbey","2017","Ledgewood","7A",2,29,31,3,1,"Y"
"Whidbey","2017","Ledgewood","7B",1,29,29,1,0,"N"
"Whidbey","2017","Ledgewood","SC1",3,29,32,4,1,"Y"
"Whidbey","2017","Limpet Lane","B2",2,32,33,2,0,"N"
"Whidbey","2017","Limpet Lane","BB",3,28,30,3,0,"Y"
"Whidbey","2017","Limpet Lane","M",1,29,29,1,0,"N"
"Whidbey","2017","Limpet Lane","MRT",5,28,32,5,0,"Y"
"Whidbey","2017","Limpet Lane","RT",5,28,32,5,0,"Y"
"Whidbey","2017","Malmo Bluff","1",3,26,29,4,1,"Y"
"Whidbey","2017","Malmo Bluff","12",1,29,29,1,0,"N"
"Whidbey","2017","Malmo Bluff","13",1,29,29,1,0,"N"
"Whidbey","2017","Malmo Bluff","14",1,31,31,1,0,"N"
"Whidbey","2017","Malmo Bluff","17",2,31,32,2,0,"N"
"Whidbey","2017","Malmo Bluff","19",3,31,33,3,0,"Y"
"Whidbey","2017","Malmo Bluff","2",3,26,33,8,5,"Y"
"Whidbey","2017","Malmo Bluff","21",2,26,29,4,2,"Y"
"Whidbey","2017","Malmo Bluff","24",1,29,29,1,0,"N"
"Whidbey","2017","Malmo Bluff","3",4,27,31,5,1,"Y"
"Whidbey","2017","Malmo Bluff","4",1,30,30,1,0,"N"
"Whidbey","2017","Mutiny Sands","10",1,28,28,1,0,"N"
"Whidbey","2017","Mutiny Sands","16",2,29,30,2,0,"N"
"Whidbey","2017","Mutiny Sands","17",2,26,32,7,5,"Y"
"Whidbey","2017","Mutiny Sands","18",3,29,32,4,1,"Y"
"Whidbey","2017","Mutiny Sands","22",3,29,31,3,0,"Y"
"Whidbey","2017","Mutiny Sands","23",1,30,30,1,0,"N"
"Whidbey","2017","Mutiny Sands","24",2,31,32,2,0,"N"
"Whidbey","2017","Mutiny Sands","25",3,33,36,4,1,"Y"
"Whidbey","2017","Mutiny Sands","4",4,28,32,5,1,"Y"
"Whidbey","2017","Mutiny Sands","5",3,27,30,4,1,"Y"
"Whidbey","2017","Possession Point","e1",4,29,32,4,0,"Y"
"Whidbey","2017","Pratts Bluff","12",1,27,27,1,0,"N"
"Whidbey","2017","Pratts Bluff","13",1,29,29,1,0,"N"
"Whidbey","2017","Pratts Bluff","14",2,30,32,3,1,"Y"
"Whidbey","2017","Pratts Bluff","16",2,30,31,2,0,"N"
"Whidbey","2017","Pratts Bluff","16a",1,27,27,1,0,"N"
"Whidbey","2017","Pratts Bluff","17",1,28,28,1,0,"N"
"Whidbey","2017","Pratts Bluff","18",1,26,26,1,0,"N"
"Whidbey","2017","Pratts Bluff","20",1,28,28,1,0,"N"
"Whidbey","2017","Pratts Bluff","4",3,28,30,3,0,"Y"
"Whidbey","2017","Rolling Hills #1","15",2,26,27,2,0,"N"
"Whidbey","2017","Rolling Hills #1","19",5,24,28,5,0,"Y"
"Whidbey","2017","Rolling Hills #1","26",1,26,26,1,0,"N"
"Whidbey","2017","Rolling Hills #1","27a",2,27,28,2,0,"N"
"Whidbey","2017","Rolling Hills #1","3",3,26,29,4,1,"Y"
"Whidbey","2017","Rolling Hills #1","31a",1,28,28,1,0,"N"
"Whidbey","2017","Rolling Hills #1","32",3,25,29,5,2,"Y"
"Whidbey","2017","Rolling Hills #1","33",2,26,28,3,1,"Y"
"Whidbey","2017","Rolling Hills #1","4",2,24,26,3,1,"Y"
"Whidbey","2017","Rolling Hills #1","5",3,27,29,3,0,"Y"
"Whidbey","2017","Rolling Hills #1","6a",3,28,31,4,1,"Y"
"Whidbey","2017","Rolling Hills #1","8",5,25,29,5,0,"Y"
"Whidbey","2017","Rolling Hills #3","50",1,28,28,1,0,"N"
"Whidbey","2017","Rolling Hills #3","51",4,27,30,4,0,"Y"
"Whidbey","2017","Shore Meadows","1",2,26,27,2,0,"N"
"Whidbey","2017","Shore Meadows","11",4,27,30,4,0,"Y"
"Whidbey","2017","Shore Meadows","12",1,30,30,1,0,"N"
"Whidbey","2017","Shore Meadows","14",1,29,29,1,0,"N"
"Whidbey","2017","Shore Meadows","15",1,27,27,1,0,"N"
"Whidbey","2017","Shore Meadows","17",1,31,31,1,0,"N"
"Whidbey","2017","Shore Meadows","18PK",1,32,32,1,0,"N"
"Whidbey","2017","Shore Meadows","33",3,27,30,4,1,"Y"
"Whidbey","2017","Shore Meadows","40",1,32,32,1,0,"N"
"Whidbey","2017","Shore Meadows","CV1",3,29,32,4,1,"Y"
"Whidbey","2017","Shore Meadows","CV2",3,29,32,4,1,"Y"
"Whidbey","2017","Shore Meadows","L20",1,29,29,1,0,"N"
"Whidbey","2017","Shore Meadows","U20",1,29,29,1,0,"N"
"Whidbey","2017","Swantown","1",2,25,27,3,1,"Y"
"Whidbey","2017","Swantown","2",6,27,33,7,1,"Y"
"Whidbey","2017","Swantown","3",5,29,33,5,0,"Y"
